Blog Titles,Blog Content
প্রাকৃতিকভাবেই পাবেন গোলাপি ও সুন্দর ঠোঁট,"ঠোঁট ফাটা যেমন সমস্যা, তেমনি কালচে হয়ে যাওয়া কিংবা মরা চামড়া জমে থাকাও বিরক্তিকর।  ,ঠোঁট কালচে হয়ে যাওয়া কিংবা মরা চামড়া ওঠাতে ব্যবহার করতে পারেন ঘরোয়া প্যাক।  ,ঘরোয়া যত্নে প্রাকৃতিকভাবেই যেভাবে পাবেন গোলাপি ও সুন্দর ঠোঁট। ,কী করবেন? 
 
১. এক চা চামচ মধু ও ১ চা চামচ অলিভ অয়েল একসঙ্গে মিশিয়ে সামান্য গরম পানি ও খানিকটা মোটা দানার চিনি মিশিয়ে ঠোঁটে ঘষুণ। ৩ মিনিট পর ধুয়ে ফেলুন। ঠোঁটে জমে থাকা মরা চামড়া দূর করে ঠোঁট গোলাপি ও কোমল হয়।,২. কফির সঙ্গে মধু মিশিয়ে ঠোঁটে লাগান, এর ঘষুণ। ২ মিনিট ম্যাসাজ করার পর ধুয়ে ফেলুন।,৩ গোলাপের পাপড়ির সঙ্গে দুধ মিশিয়ে ব্লেন্ড করে লাগান ঠোঁটে। কয়েক মিনিট অপেক্ষা করে ধুয়ে ফেলুন।,তথ্যসূত্র: টাইমস অব ইন্ডিয়া,"
"যেসব লক্ষণে বুঝবেন ভাইরাস জ্বর, কী করবেন?","বাইরে প্রচণ্ড দাবদাহ। এ সময় আবহাওয়ার পরিবর্তনের  ফলে জ্বর, সর্দি, কাশি ও গলাব্যথা সমস্যায় ভুগছেন অনেকেই। ,করোনাভাইরাস সংক্রমণে এ সময়ে জ্বর, সর্দি, কাশি  হলেই ভয় পাবেন না। মনে রাখবেন এসব সমস্যা হলেই করোনা নয়। ,বিশেষজ্ঞদের মতে, আবহাওয়া পরিবর্তনের এই সময় ইনফ্লুয়েঞ্জা ভাইরাস   জ্বর হওয়া স্বাভাবিক। এতে ভয়ের কিছু নেই। ,ইনফ্লুয়েঞ্জা ভাইরাস জ্বর সাধারণত দুই থেকে তিন দিনে ভালো হয়ে যায়। খুব বেশি হলে পাঁচ দিন সময় লাগে। ,ভাইরাস জ্বরের উপসর্গ- ,১.  আক্রান্ত ব্যক্তির শরীরে হালকা থেকে মাঝারি জ্বর ও গা ম্যাজমেজে করতে পারে।  ,২. সামান্য সর্দি ভাব ও নাক দিয়ে পানি পড়তে পারে। ,৩.  এসব কিছুর সঙ্গে হাঁচি  ও হালকা কাশিও থাকতে পারে। ,৪.  সারা গায়ে ব্যথা হতে পারে। ,কী করবেন,১.  এ সময় আক্রান্ত ব্যক্তি থেকে দূরে থাকা ভালো। যদি অসুস্থ ব্যক্তির সংস্পর্শে আসেন, তবে মুখে মাস্ক ব্যবহার করতে হবে। ,২.  হার্টের সমস্যা, ফুসফুস, কিডনি বা লিভারের সমস্যা ও হাঁপানির সমস্যা  থাকলে নিয়মিত মাস্ক ব্যবহার করুন।,৩. বয়স্ক ও প্রসূতিরাও নিয়মিত মাস্ক ব্যবহার করুন। ধুলাবালি থেকে দূরে থাকুন।,৪. হাত না ধুয়ে চোখে, নাকে ও মুখে হাত দেবেন না।,৫. পরিষ্কার-পরিচ্ছন্নতা বজায় রাখুন। , ,সূত্র: বোল্ড স্কাই,"
গ্লাভস ব্যবহারের পর ঢাকনাযুক্ত ঝুঁড়িতে ফেলুন,"মহামারী করোনাভাইরাসের সংক্রমণ হয় সাধারণত হাতের মাধ্যমেই। এই ভাইরাসের সংক্রমণ রোধে এ সময় বারবার ২০ সেকেন্ড সময় নিয়ে সাবানপানি দিয়ে হাত ধোয়ার পরামর্শ দিয়েছে বিশ্ব স্বাস্থ্য সংস্থা (ডব্লিউএইচও)। ,এ ছাড়া বাইরে বের হলে হাতে গ্লাভস ব্যবহার করা বেশি নিরাপদ।  গ্লাভস ব্যবহারের রয়েছে সঠিক পদ্ধতি। , ,আসুন জেনে নিই কী সেই পদ্ধতি-, ,১. গ্লাভস পরলে সাধারণত হাতে জীবাণু লাগবে না। তবে লেগে থাকবে গ্লাভসের গায়ে। ব্যবহৃত গ্লাভস যেখানে-সেখানে ফেলবেন না। ব্যবহারের পর ঢাকনাযুক্ত আর্বজনার ঝুঁড়িতে ফেলুন। , ,২. গ্লাভসের সিলিকন, পলিথিন ও রবার দিয়ে তৈরি বলে ওপরেই  এই ভাইরাস দীর্ঘক্ষণ বেঁচে থাকে।, ,৩. গ্লাভস পরে থাকাবস্থায় শরীরের খোলা কোনো স্থানে হাত দেয়া থেকে বিরত থাকুন।  , ,৪. দুই আঙুলের সাহায্যে হাতের কব্জির সামনে থাকা গ্লাভসের অংশ টেনে সেটি খোলা উচিত।, ,৫. নির্দিষ্ট জায়গায় ফেলে দিতে হবে। গ্লাভস খোলার পর অবশ্যই হাত ধুয়ে নিতে হবে।  ,"
খালি পেটে যেসব খাবার ভুলেও খাবেন না,"কিছু খাবার রয়েছে যা খালি পেটে খাওয়া একবারে উচিত নয়। এতে বিভিন্ন ধরনের শারীরিক সমস্যা হতে পারে। ,অনেক ধরনের খাবার আমরা খেয়ে থাকি। তবে কোন খাবার কোন সময় খাবেন তা জানা নেই। পেটব্যথা, অ্যাসিডিটিসহ অনেক সমস্যাই দেখা দিতে পারে। ,আসুন জেনে নিই যেসব খাবার খালি পেটে খাবেন না-,
চিনি,খালি পেটে অনেকক্ষণ থাকার পর চিনি ও চিনিজাতীয় খাবার খাবেন না। কেননা শরীরে কম সময়ে ব্লাড সুগারকে নিয়ন্ত্রণ করার মতো ইনসুলিন তৈরি না হলে ব্লাড সুগারের পরিমাণ বেড়ে যাওয়ার সম্ভাবনা থাকে। তাই খালি পেটে চিনি খাওয়া থেকে বিরত থাকুন। ,টমেটো,খালি পেটে টমেটো খাবেন না। টমেটোর মধ্যে যে অ্যসিড থাকে তা খালি পেটের জন্য খুবই ক্ষতিকর। ফলে পেটে পাথর জমার সম্ভাবনা অনেক বেড়ে যায়।,মসলাযুক্ত খাবার,মসলাযুক্ত খাবার খালি পেটে খাওয়া উচিত নয়। খালি পেটে মসলাযুক্ত খাবার খেলে পেটব্যথাসহ বিভিন্ন সমস্যা হতে পারে। ,কলা ,কলা সারাবছরই পাওয়া যায়। বহু খাদ্যগুণ থাকা সত্ত্বেও খালি পেটে কখনই কলা খাওয়া উচিত নয়। যখন খালি পেটে কলা খাওয়া হয়, তখন তা শরীরে উপস্থিত ম্যাগনেশিয়ামের পরিমাণ কমিয়ে দেয়।  ফলে শারীরিক সমস্যা দেখা দিতে পারে। ,মিষ্টি আলু ,খালি পেটে মিষ্টি আলু খাবেন না। এতে গ্যাস্ট্রিক অ্যাসিডের সমস্যা হতে পারে। ,অ্যালকোহল ,খালি পেটে কখনই অ্যালকোহলজাতীয় পানীয় খাবেন না। এতে পেটের সমস্যা হতে পারে। , ,তথ্যসূত্র: বোল্ডস্কাই
 ,"
ঠাণ্ডা ও ফ্লু সারাতে  খান পাকা আম,"রসাল ফল আমের রয়েছে অনেক পুষ্টিগুণ। ভিটামিন এ, বি, সি, ই সমৃদ্ধ পাকা আম শরীরের জন্য খুবই উপকারী। আমে রয়েছে ২০ ধরনের ভিটামিন ও মিনারেল।  , ,জেনে নিন পাকা আমের পুষ্টিগুণ-, ,১. রসাল ফল আম স্মৃতিশক্তি উন্নত করে। এই ফলে থাকা গ্লুটামিক অ্যাসিড মস্তিষ্কের কোষগুলোকে উজ্জীবিত করে মনোযোগ বাড়িয়ে দেয়। , ,২. হৃদরোগ ও আলঝেইমার প্রতিরোধ করে মৌসুমি ফল আম। এতে রয়েছে প্রচুর বিটা ক্যারোটিন, যা ভিটামিন এ'র উৎস। এই ফল হৃদরোগ, ভুলে যাওয়া রোগ আলঝেইমার, পার্কিনসন্স ও আথ্রাইটিস প্রতিরোধ করে।, ,৩. আমে রয়েছে প্রচুর পটাশিয়াম। শারীরিক প্রশিক্ষণের পর শরীরে পটাশিয়াম ঘাটতি মেটাতে আম খেতে পারেন। প্রতিদিন দৌড়ঝাঁপে শরীর থেকে যে লবণ বের হয়ে যায়, তার ঘাটতিও পূরণ করে আম।, ,৪. এ সময় অনেকে ঠাণ্ডা বা ফ্লুতে আক্রান্ত হতে পারেন। আমে প্রচুর পরিমাণে ভিটামিন এ ও ডি রয়েছে। তাই ঠাণ্ডা ও ফ্লু দূর করতে পারে। , ,৫. আমে প্রচুর ভিটামিন এ রয়েছে। এই ফল দৃষ্টিশক্তি উন্নত করে ও রাতকানা রোগ প্রতিরোধ করে।, ,৬. আমে রয়েছে প্রচুর ম্যাগনেসিয়াম, পটাশিয়াম, ফসফরাস, ক্যালসিয়াম ও ফলিক অ্যাসিড, যা গর্ভবতীদের জন্য ও গর্ভে থাকা শিশুর জন্য উপকারী।, ,৭. আমে থাকা ভিটামিন এ, সি ও ই শরীরে ফ্রি র‌্যাডিকেল বা ক্যান্সার সৃষ্টিকারী উপাদানকে প্রতিরোধ করে।, ,৭. আমে প্রচুর আঁশ থাকায় হজম ভালো হয়। যাদের কোষ্ঠকাঠিন্যের সমস্যা রয়েছে, তাদের জন্য আম খুবই উপকারী। ,  ,তথ্যসূত্র: বাজ দিস ভাইরাল ডট কম, ,"
চুল পড়া কমিয়ে নতুন চুল গজাবে ঘরোয়া প্যাক,"চুল পড়ার সমস্যায় ভুগছেন না এমন মানুষ খুব কমই আছে। নারী-পুরুষ উভয়ের এ সমস্যা হয়ে থাকে।  ,শরীরে পুষ্টির অভাব, অনিয়মিত জীবনযাপন, অতিমাত্রায় ওজন কমা, হরমোনের পরিবর্তন, ঘুমের অভাব, দৈহিক ও মানসিক চাপসহ বিভিন্ন কারণে চুল পড়তে পারে।,চুল কেরাটিন নামক প্রোটিন দিয়ে তৈরি। অ্যামিনো অ্যাসিড চুল মসৃণ, ঝলমলে রাখতে এবং বৃদ্ধিতে সহায়তা করে।,চুল পড়া বন্ধ করতে ও নতুন চুল গজাতে পেঁয়াজ, ক্যাস্টর অয়েলের পাশাপাশি বেশ কিছু প্রাকৃতিক উপাদান ব্যবহার করতে পারেন। ,চুল পড়া কমাতে ও নতুন চুল গজাতে ব্যবহার করতে পারেন প্রাকৃতিক উপাদানে তৈরি ঘরোয়া প্যাক।
 
পেঁয়াজ ও ক্যাস্টর অয়েল,কয়েকটি পেঁয়াজের খোসা ছাড়িয়ে ব্লেন্ড করে পরিমাণমতো ক্যাস্টর অয়েল মিশিয়ে তৈরি করুন হেয়ার প্যাক। মিশ্রণটি চুলের আগা থেকে গোড়া পর্যন্ত লাগিয়ে ৩০ মিনিট অপেক্ষার পর মাইল্ড শ্যাম্পু দিয়ে ধুয়ে প্রাকৃতিক কন্ডিশনার ব্যবহার করুন।,মেহেদি ও বিটরুট,চুল ব্যবহার করতে পারেন মেহেদি ও বিটরুট। মেহেদির পেস্টের সঙ্গে কয়েক টুকরা সিদ্ধ বিটরুট মিশিয়ে চুলে লাগিয়ে ২০ মিনিট পর শ্যাম্পু দিয়ে ধুয়ে ফেলুন। চুল পড়া বন্ধ হবে আর চুল দ্রুত বৃদ্ধিতেও সহায়ক করবে। ,আমলকী ও গ্রিন টি,কয়েকটি আমলকী পেস্ট করে কুসুম গরম গ্রিন টি লিকারের সঙ্গে মিশিয়ে চুলের গোড়ায় লাগান। কিছুক্ষণ পর পানি দিয়ে ধুয়ে শ্যাম্পু করে ফেলুন। এতে চুল পড়া বন্ধ করে নতুন চুল গজাবে।  ,"
জেনে নিন রক্তদানের স্বাস্থ্য উপকারিতা,"প্রতি বছর ১৪ জুন বিশ্বব্যাপী পালিত হয় 'বিশ্ব রক্তদাতা দিবস'। দিবসটি উদযাপনের উদ্দেশ্য হলো– রক্তদান সম্পর্কে মানুষের মধ্যে সচেতনতা সৃষ্টি করা। , ,যারা স্বেচ্ছায় রক্তদান করে লাখো মানুষের প্রাণ বাঁচাচ্ছেন, তাদের ও সাধারণ জনগণকে রক্তদানে উৎসাহিত করা। , ,এ ছাড়া রক্তদানের রয়েছে অনেক স্বাস্থ্য উপকারিতা। আসুন জেনে নিই রক্তদানের স্বাস্থ্য উপকারিতা-, ,অতিরিক্ত ওজন কমায় , ,নিয়মিত রক্তদান করলে অতিরিক্ত ওজন কমে এবং ফিটনেসের উন্নতি হয়। ক্যালিফোর্নিয়া বিশ্ববিদ্যালয়ের গবেষকদের মতে, ৪৫০ মিলিলিটার রক্তদান করলে আপনার দেহের ৬৫০ ক্যালোরি হ্রাস হয়। তবে ওজন কমানোর উদ্দেশ্যে রক্তদান করা একদমই উচিত নয়। রক্তদানের আগে অবশ্যই ডাক্তারের কাছে চেকআপ করান।, ,হিমোক্রোমাটোসিসের প্রতিরোধ করে, ,হিমোক্রোমাটোসিস প্রতিরোধ করতে পারেন রক্তদানের মাধ্যমে। শরীরে অতিরিক্ত লৌহের উপস্থিতিতে এ রোগ হয়ে থাকে। এ রোগে লৌহ বা আয়রন বিভিন্ন অঙ্গে জমা হতে থাকে, এমনকি হার্টেও। নিয়মিত রক্তদানের ফলে শরীরে আয়রনের অতিরিক্ত মাত্রা হ্রাস পায়, যা হিমোক্রোমাটোসিসে আক্রান্ত ব্যক্তিদের জন্য উপকারী হতে পারে।, ,হৃদরোগের ঝুঁকি কমায়, ,রক্তদান করলে শরীরে প্রয়োজনীয় পরিমাণ আয়রন বজায় রাখতে সহায়তা করে, যা হৃদরোগের ঝুঁকি কমায়। , ,লিভার ও ক্যান্সারের ঝুঁকি হ্রাস করে, ,রক্তদান করলে লিভার ও ক্যান্সারের ঝুঁকি কমে। দেহে থাকা আয়রনের অতিরিক্ত মাত্রা, ক্যান্সারের ঝুঁকির সঙ্গে সরাসরি সম্পর্কিত। এ জন্য রক্তদানের মাধ্যমে আপনি শরীরে আয়রনের একটি স্বাস্থ্যকর মাত্রা বজায় রাখতে পারে, যা ক্যান্সার হওয়ার ঝুঁকি কমায়। এ ছাড়া লিভারের রোগেরও ঝুঁকি কমায়।, ,মানসিক শান্তি, ,রক্তদান করার মাধ্যমে মানসিক শান্তি পেতে পারেন। আপনার রক্তদান অনেক রোগীর জীবন বাঁচাতে পারে। তাই প্রতিটি সুস্থ ব্যক্তির তিন মাস অন্তর রক্তদান করা উচিত।, ,তথ্যসূত্র: বোল্ডস্কাই,"
সকালের নাস্তায় খান প্রোটিনে ভরপুর দোসা,"সকালের নাস্তায় খেতে পারেন মুখরোচক দোসা। আর দোসার সঙ্গে খেতে পারেন নানান রকমের চাটনি ও ভুনা। ,দক্ষিণ ভারতের জনপ্রিয় খাবার দোসা বাংলাদেশেও বেশ জনপ্রিয়। আপনি চাইলে ঘরেই তৈরি করতে পারেন সুস্বাদু ও মুখরোচক দোসা।,পাঁচ ধরনের ডাল দিয়ে তৈরি এই দোসা প্রোটিনে ভরপুর। ,সাধারণত দোসার চেয়ে ডাল দিয়ে তৈরি এই দোসা অনেক বেশি প্রোটিন দেবে। হাইপ্রোটিন সমৃদ্ধ দোসা দিয়েই শুরু হোক আপনার পরিবারের দিন, যা সবাইকে সুস্থ রাখবে।,আসুন জেনে নিই কীভাবে তৈরি করবেন ৫ ধরনের ডালের দোসা-,উপকরণ
১০-১২টি দোসা বানানোর জন্য
১/৪ কাপ আরহার ডাল, ১/৪ কাপ খোসাসহ মুগ ডাল (ভাঙা), ১/২ কাপ হলুদ মুগ ডাল (খোসা ছাড়া), ১/৪ ছোলার ডাল, ১/৪ বিউলির ডাল, আধা কাপ চাল, ১ চামচ জিরা, ৩টি মোটা লাল মরিচ ও লবণ স্বাদমতো । ,প্রণালি,১. সব ডাল ও চাল, গোটা লালমরিচ ও জিরা একই পানিতে ভিজিয়ে রাখুন। পাত্রটি ভালো করে ঢেকে সারা রাত ভিজতে দিন। ডাল, চাল ভালো করে ডুবে যাওয়ার পর ফুলে উঠবে।  ,২. পানি দিয়ে সব উপাদান পরের দিন সকালে ভালো করে পিষে নিন। ডালের মধ্যে যেন কোনো গোটা ভাব না থাকে। আপনার প্রস্তুত করা ঘোলটা যেন খুব বেশি গাঢ় বা খুব বেশি পাতলা না হয়, সেদিকে খেয়াল রাখুন।   ,৩. ঘোল প্রস্তুত হয়ে যাওয়ার পর, তাতে স্বাদ অনুসারে লবণ মেশান। এবার যেভাবে দোসা তৈরি করেন, সেভাবেই তৈরি করে নিন।,৪. চটুজলদি বানিয়ে ফেলুন কাগজের মতো পাতলা মুচমুচে পেপার দোসা। সাম্বার ও নারিকেলের চাটনি সঙ্গে উপভোগ করুন সুস্বাদু দোসার সার স্বাদ। ,দোসা তৈরির ভিডিও–,,তথ্যসূত্র: এনডিটিভি,"
দুর্যোগ ব্যবস্থাপনা অধিদফতরে নিয়োগ,"দুর্যোগ ব্যবস্থাপনা অধিদফতরের দুর্যোগ পরিচালনা ও ত্রাণ কর্মসূচি প্রশাসন মন্ত্রণালয়কে শক্তিশালীকরণ (এসএমওডিএমআরপিএ) শীর্ষক প্রকল্পের জনবল নিয়োগ দেয়া হবে।,পদের নাম: হিসাবরক্ষণ কর্মকর্তা
পদসংখ্যা: ১টি
যোগ্যতা: অ্যাকাউন্টিং, ফিন্যান্স, ম্যানেজমেন্ট বা সংশ্লিষ্ট বিষয়ে মাস্টার্স ডিগ্রিসহ কমপক্ষে ২ বছরের অভিজ্ঞতাসম্পন্ন।
বেতন: ১৬,০০০ টাকা,পদের নাম: প্রশাসনিক কর্মকর্তা
পদসংখ্যা: ১টি
যোগ্যতা: মাস্টার্স ডিগ্রিসহ কমপক্ষে ২ বছরের অভিজ্ঞতাসম্পন্ন।
বেতন: ১৬,০০০ টাকা,পদের নাম: অফিস সহকারী-কাম-কম্পিউটার মুদ্রাক্ষরিক
পদসংখ্যা: ১টি
যোগ্যতা: স্নাতক/ডিপ্লোমা-ইন-কম্পিউটার সায়েন্স ডিগ্রিসহ কমপক্ষে ২ বছরের অভিজ্ঞতাসম্পন্ন।
বেতন: ৯,৩০০ টাকা,পদের নাম: ডাটা এন্ট্রি অপারেটর
পদসংখ্যা: ৩টি
যোগ্যতা: স্নাতক ডিগ্রি।
বেতন: ৯,৩০০ টাকা,আবেদনের ঠিকানা: প্রকল্প পরিচালক, প্রকল্প পরিচালকের কার্যালয় SMoDMRPA প্রকল্প, ভেঞ্চার টাওয়ার (৪র্থ তলা), প্লট-৩, মহাখালী, ঢাকা ১২১২।
আবেদনের শেষ তারিখ: ১৫ জুলাই ২০২০।,"
রোগ প্রতিরোধ ক্ষমতা বাড়াতে ‘ইমিউনিটি সন্দেশ’,"মহামারী করোনাভাইরাসের এখনো কোনো প্রতিষেধক বা টিকা আবিষ্কার হয়নি।  এখন এই ভাইরাসের সংক্রমণ রোধে স্বাস্থ্যবিধি মেনে চলা ও শরীরে রোগ প্রতিরোধ ক্ষমতা বাড়ানো সবচেয়ে জরুরি।  
এই ভাইরাস রোধে শরীরে ইমিউনিটি বাড়াতে বিশেষ একটি মিষ্টি কলকাতার বাজারে এনেছে জনপ্রিয় মিষ্টি নির্মাতা ‘বলরাম মল্লিক এবং রাধারমণ মল্লিক'। এই বিশেষ মিষ্টির নাম ‘ইমিউনিটি সন্দেশ'।,দোকানের মালিক সুদীপ্ত মল্লিক বলেন,  ইমিউনিটি শরীরে রোগ প্রতিরোধ ক্ষমতা বাড়ায়। যা করোনাভাইরাসের সঙ্গে লড়াই করতে পারে। এখনও যেহেতু কোনও ভ্যাকসিন নেই। তাই এই মিষ্টি  তৈরি করেছি। ,তিনি বলেন, ১৫ টি বিভিন্ন মশলা দিয়ে এই মিষ্টি তৈরি করা হয়েছে। প্রতিটি সন্দেশের দাম ২৫ টাকা।,বলরাম মল্লিক এবং রাধারমণ মল্লিক কলকাতার প্রাচীনতম মিষ্টির দোকানিদের মধ্যে অন্যতম। ১৫ গুল্ম এবং মশলা দিয়ে বিশেষভাবে পরীক্ষা করে তৈরি করা হয়েছে এই ‘ইমিউনিটি সন্দেশ'।,হলুদ, লবঙ্গ, এলাচ, দারুচিনি জাফরান, কালোজিরে, মুলেথি, তেজপাতা, মধু এবং আরও বেশ কিছু স্বাস্থ্যগুণ সম্পন্ন মশলা দিয়ে এই মিষ্টি তৈরি করা হয়েছে। ,সুদীপ্ত মল্লিক বলেন,  মিষ্টিতে ব্যবহৃত উপাদানগুলো নিয়ে আমরা বিশেষজ্ঞদের সঙ্গে পরামর্শ করেছি। সবচেয়ে ভালো বিষয় হলো আমরা এতে কোনও চিনি যোগ করছি না। ইমিউনিটি সন্দেশ পুরোপুরিভাবেই হিমালয়ের মধু দিয়ে তৈরি করা হয়েছে।, তথ্যসূত্র: এনডিটিভি
 ,"
