Blog Titles,Blog Content
হাঁটু ও কনুইয়ের কালচে দাগ দূর করার উপায়,"হাঁটু, কনুই ও বাহুমূলে অনেকের কালচে দাগ পড়ে। এই দাগ দূর করার কিছু প্রাকৃতিক উপায় রয়েছে।
 
আসুন জেনে নিই হাঁটু, কনুই ও বগলের দাগ দূর করার উপায়-,অ্যাপল সাইডার ভিনিগার,অ্যাপল সাইডার ভিনিগার প্রাকৃতিক উপাদান থেকে সংগ্রহীত, যা দাগ দূর করতে ব্যবহার করতে পারেন। অ্যাসিটিক অ্যাসিড সমৃদ্ধ হওয়ায় এটি প্রাকৃতিক ব্লিচিং হিসেবে কাজ করে। এ ছাড়া ত্বকের রঙ উজ্জ্বল বাড়ায়। আর তৈলাক্ত ত্বকের জন্য এটি খুব ভালো কাজ করে।,যেভাবে ব্যবহার করবেন,উপকরণ,অ্যাপল সাইডার ভিনিগার ১ টেবিল চামচ। পানি ১ টেবিল চামচ।,পদ্ধতি,একটা বাটিতে উপাদানগুলো মিশিয়ে কনুই ও হাঁটুতে তুলার বলের সাহায্যে মেখে ১০ মিনিট অপেক্ষা করে ধুয়ে ফেলুন। একদিন পর পর ব্যবহার করতে পারেন। ,হলুদ, বেসন ও মধুর মাস্ক,হলুদ ত্বক উজ্জ্বল করে। হাঁটু, কনুই ও বগলের দাগ দূর করতে হলুদ, বেসন ও মধুর মাস্ক ব্যবহার করতে পারেন। ,উপকরণ,হলুদ আধা চা চামচ। মধু ১/৪ চা চামচ। বেসন ১ টেবিল চামচ।,পদ্ধতি,সব উপকরণ মিশিয়ে পেস্ট তৈরি করে হাঁটু ও কনুইয়ে মেখে ১০  মিনিট অপেক্ষা করুন। এর পর গরম পানি দিয়ে পরিষ্কার করে ময়েশ্চারাইজার ব্যবহার করুন।,
লেখক:
বিউটিশিয়ান শামসুর নাহার সাথী
স্বরং হারবাল বিউটি পার্লার
বয়াতিকান্দি, কেরানীগঞ্জ ।,"
মাথাব্যথা ও মাইগ্রেন নিয়ে পরামর্শ,"মাথাব্যথার সমস্যাকে আমরা খুব একটা বড় করে দেখি না। তবে প্রচণ্ড যন্ত্রণার কারণ হয়ে দাঁড়াতে পারে মাথাব্যথা। ,মাথাব্যথা কেন হয়?,চোখ, কান, নাক ও চোয়ালের জয়েন্টে সমস্যা, দুশ্চিন্তা, ব্রেইন টিউমার, মাইগ্রেন, ঘুম কম হওয়া এবং দীর্ঘক্ষণ কম্পিউটারে বসে থাকাসহ অনেক কারণে মাথাব্যথা হতে পারে। তবে মস্তিষ্কের পর্দা বা মেনিনজেসে কোনো সমস্যা হলে মাথার হাড়ের মধ্যকার সাইনাসে প্রদাহ (সাইনোসাইটিস) হলে কিংবা মস্তিষ্কের রক্তনালিতে কোনো সমস্যা দেখা দিলে মাথাব্যথা হয়ে থাকে। ,করোনা রোগীও নানা কারণে মাথাব্যথায় ভুগতে পারেন। শরীরে নানা জীবাণুর সংক্রমণেই হতে পারে মাথাব্যথা।,মাইগ্রেন কী?,মাইগ্রেনের ব্যথা সাধারণত কপালের এক পাশে হয়ে থাকে। আর এই ব্যথা ধীরে ধীরে ব্যথা ছড়িয়ে পড়তে পারে। সঙ্গে থাকতে পারে বমিভাব কিংবা বমি, আলো বা শব্দে খারাপ লাগা। ৪ থেকে ৭২ ঘণ্টা পর্যন্ত ব্যথা থাকতে পারে।
 
মাইগ্রেন সমস্যা হলে চোখের সামনে আলোজাতীয় কিছু দেখা, শরীরের এক পাশ ঝিনঝিন করার সমস্যা হতে পারে। ,পনির, চকলেট, কফি, অনিদ্রা, দুশ্চিন্তা, দুর্গন্ধ, দীর্ঘসময় খালি পেটে থাকা, অতিরিক্ত আলো বা রোদ কিংবা খুব কম আলো, অতিরিক্ত শব্দ কানে এলে এ সমস্যা হতে পারে। ,কী করবেন,তবে মাইগ্রেন রোগীরা জানেন কী সমস্যা হলে তার মাথাব্যথা হয় তা এড়িয়ে চলতে হবে। ,মাথাব্যথা হলে আমরা সাধারণ নিউরোলজিস্টের শরণাপন্ন হয়ে থাকেন। তবে এর আগে একবার চক্ষু বিশেষজ্ঞের পরামর্শ নিতে হবে।
  
লেখক:
ডা. নুজহাত চৌধুরী
চক্ষু বিশেষজ্ঞ
বঙ্গবন্ধু শেখ মুজিব মেডিকেল বিশ্ববিদ্যালয়।,"
৪ লক্ষণে বুঝবেন টনসিল ইনফেকশন,"টনসিলের সমস্যায় অনেকেই ভুগে থাকেন। বিশেষ করে শীতের সময়ে এ সমস্যা বেশি দেখা দেয়। তবে গরমের এ সময়ে অনেকের এই  সমস্যা হতে পারে। ,টনসিল কী?,টনসিল হলো আমাদের শরীরের প্রতিরোধ ব্যবস্থার একটি অংশ এবং আমাদের মুখের ভেতরেই চারটি গ্রুপে তারা অবস্থান করে। এদের নাম লিঙ্গুয়াল, প্যালাটাইন, টিউবাল ও অ্যাডেনয়েড। এই টনসিলগুলোর মধ্যে প্যালাটাইন টনসিল  এর প্রদাহ হলেই তাকে বলে টনসিলাইটিস। টনসিলাইটিস যে শুধু শিশুদের হয়, তা নয়। এটি শিশুদের বেশি হলেও যে কোনো বয়সেই হতে পারে।,যেসব লক্ষণে বুঝবেন টনসিল ইনফেকশন-,১. গলাব্যথা ও খাবার গিলতে সমস্যা হওয়া এবং শরীরে ক্লান্তি ভাব। 
২. জ্বর ১০২ ডিগ্রি-১০৪ ডিগ্রি ফারেনহাইট পর্যন্ত উঠতে পারে। সঙ্গে মাথাব্যথা ও বমির ভাব থাকতে পারে।  
৩. কানে ও গায়ে ব্যথা হতে পারে।  
৪. শিশুদের ক্ষেত্রে অনেক সময় মুখ দিয়ে লালা পড়তে দেখা যায়।  ,এসব সমস্যাকে বলা হয় টনসিলের তীব্র ইনফেকশন। ,কী করবেন,এসব সমস্যা দেখা দিলে অবশ্যই চিকিৎসকের পরামর্শ নিতে হবে। , ,লেখক:
ডা. মো. আবদুল হাফিজ শাফী,
বিসিএস (স্বাস্থ্য)
নাক-কান-গলা বিভাগ
বিএসএমএমইউ(প্রেষণে), ঢাকা।,"
কখন মাস্ক পরা জরুরি,"করোনাভাইরাসের সংক্রমণ থেকে সুরক্ষিত থাকতে মাস্ক পরা বাধ্যতামূলক করেছে অনেক দেশ। তবে দীর্ঘক্ষণ অনেকে মাস্ক পরে থাকতে পারেন না। ,তবে  এখন প্রশ্ন হলো– কোন সময়ে মাস্ক পরা জরুরি?,এ বিষয়ে মেডিসিন ও ডায়াবেটিস রোগ বিশেষজ্ঞ কনসালট্যান্ট ডা. ফাহিম আহমেদ রুপম (সিটি স্কিন সেন্টার, শান্তিনগর, ঢাকা) বলেন, মাস্ক পরলে করোনা সংক্রমণ রোধ করা যায়। তবে সবসময় আপনাকে মাস্ক পরে থাকতে হবে বিষয়টি এমন নয়। ,১. ঘর থেকে বাইরে বের হলেই অবশ্যই আপনাকে মাস্ক পরতে হবে। ,২. ব্যক্তিগত গাড়িতে যদি আপনি চলাচল করেন ও একা থাকেন তা হলে মাস্ক ব্যবহারের দরকার নেই। তবে ভাড়ায়চালিত গাড়ি ব্যবহার করলে মাস্ক পরুন। ,৩. ব্যায়াম ও হাঁটার সময় মাস্ক পরবেন না। এত শ্বাস নিতে সমস্যা হতে পারে।,৪. আপনি যেখান দিয়ে হাঁটছেন, সেখানে যদি একা থাকেন; তবে মাস্ক না পরলেও হবে। ,৫. মাস্ক ব্যবহার করলে গাড়ির এসি বন্ধ রেখে জানালার কাচ নামিয়ে দিন । এতে বাতাস চলাচল ঠিক থাকবে।,৬. গাড়ি দাঁড় করানো অবস্থায় মাস্ক ব্যবহার করুন। গাড়ি থেকে নামার সময় অবশ্যই মাস্ক পরে নিন। 
 
৭. ঘরে করোনা রোগী থাকলে মাস্ক ব্যবহার করুন। ,"
শিশুর সঙ্গে করোনাভাইরাস নিয়ে কথা বলুন ৫ ধাপে,"চার বছর বয়সী মানহা। সেদিন তার মাকে জড়িয়ে ধরে কাঁদতে কাঁদতে বললো, “আম্মু বড় মামা তো করোনাভাইরাসে মারা যাবে।” “তুমি কেন এটা বলছো”, জানতে চাইলে মানহা বলে, “আমি টিভিতে দেখেছি সব ডাক্তাররা করোনায় মারা যাচ্ছে, আমার বড় মামাও তো ডাক্তার।”,আট বছর বয়সী আরহাম। তার বাবাকে বললো, “আব্বু খালামনি তো দুষ্টু না, ভালো মানুষ, তার কেন করোনা হলো?”,এই দুইটি ঘটনার মতো আমরা এরকম আরো অনেক ঘটনার সাক্ষী হচ্ছি।,করোনাভাইরাস নিয়ে আমরা যা শুনছি এবং দেখছি তাতে বিচলিত হওয়াটাই স্বাভাবিক। আপনার সন্তানের মধ্যেও হয়তো আপনার অজান্তেই এনিয়ে ভয় এবং আতঙ্ক কাজ করছে। অভিভাবক হিসেবে আপনি কী করবেন? তাঁকে কি কিছুই জানাবেন না? যেন সে ভয় না পায়। নাকি অল্প জানাবেন? তাহলে, কতোটুকুই বা জানাবেন? কীভাবেই বা তার সাথে করোনাভাইরাস নিয়ে আলাপ করবেন?,আপনার শিশুর সাথে করোনভাইরাস নিয়ে কথা বলুন পাঁচটি ধাপে। আসুন এই পাঁচটি ধাপ সম্পর্কে সংক্ষেপে জেনে নেই।,প্রথম ধাপ: প্রশ্ন করুন এবং শুনুন,হুট করে আপনার শিশুকে করোনাভাইরাস নিয়ে প্রশ্ন করবেন না। আগে নিশ্চিত হোন আপনি এবং আপনার শিশু একটি আনন্দময় পরিবেশের মধ্যে আছেন। যে পরিবেশে আপনার শিশুকে কিছু জিজ্ঞেস করলে সে মন খুলে কথা বলবে। সেটা হতে পারে গল্প শোনানোর সময়, একসঙ্গে খেলাধুলা করার সময় কিংবা গাছে পানি দেয়া দেয়ার সময়। তাকে জিজ্ঞেস করুন করোনাভাইরাস সম্পর্কে সে কী জানে, বোঝার চেষ্টা করুন সে কতটুকু জানে, সঠিক জানে কিনা।,যদি এমনটা হয় আপনার শিশু একদমই ছোট এবং এই মহামারি সম্পর্কে এখনও তেমন কিছু শোনেনি বা বোঝেনি তাহলে প্রসঙ্গটি সেখানেই শেষ করুন। নতুন করে ভয়ের কোনো বিষয় তাকে শোনানোর প্রয়োজন নেই। শুধু পরিষ্কার-পরিচ্ছন্নতার নিয়ম কানুনগুলো তাকে মনে করিয়ে দিন। ঘন ঘন সাবান দিয়ে কমপক্ষে ২০ সেকেন্ড হাত ধোয়া, হাত দিয়ে মুখ, নাক, চোখ স্পর্শ না করা ইত্যাদি।,দ্বিতীয় ধাপ: শিশুবান্ধব উপায়ে সত্যটা বলুন,করোনাভাইরাস সম্পর্কে শিশুদেরও প্রয়োজন। তবে বড়দেরও খেয়াল রাখতে হবে যেন শিশুর কোমল মনে কোনো অজানা শঙ্কা বাসা না বাঁধে। শিশুর বয়স অনুযায়ী কথা বলুন, সে কী প্রতিক্রিয়া দেখায় তা খেয়াল করুন।,তৃতীয় ধাপ: আশ্বস্ত করুন,শিশুরা স্ক্রিনের ছবি এবং নিজেদের বাস্তবতাকে গুলিয়ে ফেলতে পারে এবং ভাবতে পারে তারা এক ভয়ঙ্কর বিপদের সামনে দাঁড়িয়ে আছে। তাকে আশ্বস্ত করুন। তাকে বলুন যে আপনি তার পাশে সব সময় আছেন। এই মহামারী ঠেকাতে ও আপনাদেরকে নিরাপদ রাখতে বিজ্ঞানী, ডাক্তার, নার্স, পরিচ্ছন্নতাকর্মীসহ অন্যরা যে দিন রাত কাজ করছে, সে বিষয়ে তার সঙ্গে গল্প করুন। তাকে বলুন, বিজ্ঞানীরা করোনাভাইরাসের ভ্যাকসিন উদ্ভাবন করে ফেললে কী দারুণ একটা কাজ হবে।,চতুর্থ ধাপ: নিজের যত্ন নেয়া শিখিয়ে দিন,শিশুদের করোনাভাইরাস ও অন্যান্য জীবাণু থেকে নিরাপদ রাখার সবচেয়ে ভালো উপায়গুলোর একটি হচ্ছে নিয়মিত সঠিকভাবে হাত ধোয়া। তাই তাকে হাত ধোয়ার সঠিক,নিয়মগুলো শিখিয়ে দিন। হাঁচি-কাশির সময় কিভাবে কনুই ভাঁজ করে নাক-মুখ ঢাকতে হয় তা আপনার শিশুকে দেখিয়ে দিন। ,পঞ্চম এবং শেষ ধাপ: আলোচনার সমাপ্তি টানুন,আলোচনা শেষ করার সময় আপনার শিশুর শরীরী ভাষা দেখুন, সে স্বাভাবিকভাবে কথা বলছে কিনা এবং শ্বাস-প্রশ্বাস স্বাভাবিক আছে কিনা তা দেখুন। এসবের মাধ্যমে তার ভয়, শঙ্কা দূর হয়েছে কি না তা বোঝার চেষ্টা করুন।,লেখক: ডা. নাজিরুম মুবিন,চিকিৎসক, ঢাকা মেডিকেল কলেজ হাসপাতাল।,"
ত্বকের দাগ দূর করার প্রাকৃতিক উপায়,"ত্বকে মেছতা, ব্রণ হলে ও চোখের নিচে কালো দাগ পড়লে মুখের সৌন্দর্য নষ্ট হয়। পাশাপাশি ত্বকে রোদে পুড়ে যাওয়া কালচে দাগও পড়ে।  এসব দাগ দূর করার জন্য আছে ঘরোয়া কিছু উপায়।,মুখের দাগ দূর করার বিষয়ে জানিয়েছেন বিন্দিয়া বিউটি পার্লারের সত্ত্বাধিকারী এবং বিউটি কনসালট্যান্ট শারমিন কোচি। ,তিনি যুগান্তরকে বলেন, দাগহীন উজ্জ্বল ত্বক কে না চায়? তবে বিভিন্ন কারণে মুখের দাগ পড়ে।  আপনি চাইলে লেবু, হলুদ ও আলুর মতো প্রাকৃতিক উপাদান ব্যবহার করে এসব দাগ দূর করতে পারেন। , আসুন জেনে নিই দাগ দূর করতে কী করবেন-,১. দাগ দূর করতে লেবু ব্যব্হার করতে পারেন। লেবুতে রয়েছে সাইট্রিক অ্যাসিড, যা প্রাকৃতিকভাবে ব্লিচ করে ত্বক। লেবুর রসে তুলা ভিজিয়ে ব্যবহার করতে পারেন। তবে ত্বক সংবেদনশীল হলে লেবুর রসে পানি মিশিয়ে নিন। এছাড়া লেবুর রসের সঙ্গে পানি মিশিয়ে নিতে পারেন। ১০-১৫ মিনিট রেখে ধুয়ে ফেলুন। নিয়মিত ব্যবহার করলে দাগ দূর হবে। ,২. ১ চা চামচ হলুদ গুঁড়ার সঙ্গে পরিমাণ মতো লেবুর রস মিশিয়ে ত্বকে ২০ মিনিট রেখে ধুয়ে ফেলুন।,৩. মেছতার দাগ দূর করতে আলুর রস ব্যবহার করতে পারেন। আলুতে থাকা ক্যাটেকোলেজ নামক এক ধরনের উৎসেচক ত্বক উজ্জ্বল করে। আলুর খোসা ছাড়িয়ে গোল করে কেটে  কয়েক ফোটা পানি দিয়ে তা ত্বকে ঘষুন। ৫ থেকে ১০ মিনিট পর কুসুম গরম পানি দিয়ে ত্বক ধুয়ে ফেলুন।,৪. অ্যালোভেরায় থাকা মিউসিলোজোস পলিস্যাকারাইড নামক উপাদান ত্বকের দাগ দূর করে। রাতে ঘুমানোর আগে ত্বকে ম্যাসাজ করুন অ্যালোভেরা জেল। ,"
সকালটা শুরু করবেন যেভাবে,"সকালে ঘুম থেকে উঠা স্বাস্থ্যের জন্য ভালো। সকালে ঘুম থেকে উঠলে দিনটা ভালো কাটার সম্ভাবনা থাকে। পুরোটা দিন কাজে লাগানো যায়। তাই সুস্থ থাকতে সকালে ঘুম থেকে উঠার অভ্যাস করা উচিত। ,এ বিষয়ে হলি ফ্যামিলি হাসপাতালের কার্ডিওলজি ও মেডিসিন বিশেষজ্ঞ ডা. উত্তম কুমার দাস যুগান্তরকে বলেন, সকালে ঘুম থেকে উঠার পাশাপাশি শরীরচর্চা করাও ভালো।  ঘুম থেকে উঠার কিছু নিয়ম রয়েছে। ,আপনি কতক্ষণ ঘুমাবেন, ঘুম থেকে উঠে পানি পান করা, শরীরচর্চা, নাস্তা করাসহ বিভিন্ন কাজ আপনাকে নিয়ম মেনে করতে হবে। ,আসুন জেনে নিই সকালে ঘুম থেকে কীভাবে উঠবেন-,১. সকাল ৬টার মধ্যে ঘুম থেকে উঠার চেষ্টা করুন। সেজন্য রোজ রাত ১০ থেকে ১১টার মধ্যে ঘুমাতে যান। ,২. ঘুমের জন্য ৬ থেকে ৮ ঘণ্টা সময় বেছে নিতে হবে। অন্তত ৬ ঘন্টা ঘুমাতে হবে। ,৩. সকালে ঘুম থেকে উঠে দুই গ্লাস পানি পান করুন। রাতে দীর্ঘক্ষণ একটানা ঘুমানোর কারণে শরীরে পানির চাহিদা দেখা দেয়। পানি শরীরের আর্দ্রতা বজায় রাখে, শরীরকে সচল রাখে, ত্বক ও চুলকে ঠিক রাখে, কিডনির যত্ন এবং কোলেস্টেরলের মাত্রা নিয়ন্ত্রণ করার জন্য খুবই উপকারী।,৪. ঘুম থেকে উঠে হাঁটাহাঁটি ও ব্যায়াম করতে পারেন। ব্যায়াম করলে শরীর সুস্থ থাকবে ও ওজন নিয়ন্ত্রণে থাকবে। ,৫. সকালে যারা ঘুম থেকে উঠতে চান তারা রাতের খাবার ৯টার মধ্যে খেয়ে নিন।
 ,"
৫ নিয়ম মানলে সুস্থ থাকবেন ডায়াবেটিস আক্রান্ত মা,"ডায়াবেটিসে আক্রান্ত হওয়ার পরও অনেক মা সন্তান জন্ম দিচ্ছেন। ডায়াবেটিস আক্রান্ত মায়েরা সব সময় সন্তান ও নিজেকে নিয়ে চিন্তিত থাকেন। তবে এই রোগে ভয়ের কিছু নেই। কিছু নিয়ম মানলে সুস্থ থাকা সম্ভব। ,ডায়াবেটিস কি?,ডায়াবেটিস হল এক ধরনের মেটাবলিক ডিজঅর্ডার। এই রোগে আক্রান্ত হলে রক্তে সুগারের মাত্রা বেড়ে যায়। এই রোগে অঙ্গ-প্রতঙ্গ ধীরে ধীরে ক্ষতিগ্রস্থ হতে শুরু করে। 
ডায়াবেটিস আক্রান্ত মায়েরা সুস্থ থাকতে যা করবেন-,১. সন্তান ও নিজের প্রতি খেয়াল রাখুন, আত্মবিশ্বাসটা বাড়ান। যা  চলার পথকে অনেক মসৃণ করবে। ,২. মা হওয়ার পর নানাবিধ পরিবর্তনের কারণে শারীরিক দূর্বলতা থাকতে পারে।  এ সময় চিকিৎসকের সঙ্গে পরামর্শ নিয়ে একটা ডায়েট চার্ট তৈরি করুন। ,৩. প্রসবের পরে শরীরে হরমোনের পরিবর্তনের কারণে অনেক সময় ব্লাড সুগার স্তর বেড়ে যায়। তাই প্রতিদিন ব্লাড সুগার মাপবেন। ,৪. এ সময় অনেকের ওজন খুব বেড়ে যায়। অতিরিক্ত ওজন হলে কমিয়ে ফেলতে হবে। প্রতিদিন শরীরচর্চা করতে হবে। ,৫. নিয়ম করে শিশুকে বুকের দুধ পান করান। হঠাৎ করে রক্তচাপ কমে গেলে চিকিৎসকের পরামর্শ নিন। , ,লেখক: ডা. নুসরাত জাহান, সহযোগী অধ্যাপক (অবস-গাইনি), ইম্পোরিয়াল হাসপাতাল, চট্টগ্রাম। 
 ,"
শিশুর শরীরে র‌্যাশ হলে কী করবেন?,"জন্মের পর শিশুদের শরীরে নানান রোগ দেখা দেয়। তার মধ্যে একটি হচ্ছে র‌্যাশ। র‌্যাশের অন্য নাম ডারমাটাইটিস। ,র‌্যাশ হলে ত্বকে ফোলাভাব, রঙ বদল, লালচে, শুকনো ও খসখসে  হয়ে থাকে। এছাড়া ক্ষত হয়ে পানি জমা, চামড়ার ক্ষত বা ঘাঁ হতে পারে। ,এ বিষয়ে বঙ্গবন্ধু শেখ মুজিব মেডিকেল বিশ্ববিদ্যালয়ের শিশু বিশেষজ্ঞ ও সহযোগী অধ্যাপক ডা. মানিক কুমার তালুকদার বলেন,  জন্মের পর অনেক শিশুর র‌্যাশের সমস্যা দেখা দেয়। ,শিশুদের জলবসন্ত, হাম, রুবেলাসহ নানাবিধ সংক্রমণে বিভিন্ন ধরনের র‌্যাশ হতে পারে। তবে জ্বর বা সংক্রমণ ছাড়া র‌্যাশ সাধারণত ত্বকে অ্যালার্জির কারণে হয়ে থাকে। 
শিশুদের যে ধরনের র‌্যাশ হয়ে থাকে-,শিশুদের একজিমা প্রায়ই হয়ে থাকে। এর অন্য নাম এটোপিক ডারমাটাইটিস। ত্বক, কনুই, হাঁটুতে এই রোগ হয়ে হয়। যা লাল, খসখসে বা  ত্বক ফুলে ওঠে ও  শরীরে ছড়িয়ে যেতে পারে। একজিমা হলে অতি ক্ষারযুক্ত সাবান ব্যবহার করা উচিত নয়।,কী করবেন,শিশুর র‌্যাশ হলে অবশ্যই চিকিৎসক বা ত্বক বিশেষজ্ঞের পরামর্শ  নিতে হবে। তবে আরও কিছু বিষয় মেনে চলতে হবে-  র‌্যাশ  চুলকানো ঠিক নয়। এতে চামড়ার ক্ষত বা সংক্রমণ হয়। প্রয়োজনে চুলকানির ওষুধ খেতে হবে।,ইমোলিয়েন্ট বা আর্দ্রতা রক্ষাকারী ময়েশ্চারাইজার ত্বকে ব্যবহার করা যাবে। এতে ত্বক পানি ধরে রাখবে ও  নরম কোমল থাকবে। আর কড়া সূর্যালোকে বেড়ে গেলে সানস্ক্রিন লাগানো ভালো।,"
কানের যত্নে করণীয়,"কোনো কাজ সম্পূর্ণরূপে সম্পন্ন করতে, তা সঠিকভাবে শোনা প্রয়োজন। যার ফলে কাজ যেমন সঠিকভাবে হবে তেমনি নিজের মাঝেও আসবে আত্মতৃপ্তি। তাই কানের যত্নে কোনো ধরনের কার্পণ্য করা উচিত নয়।,তবে করোনার এ সময়ে নিজেকে ব্যস্ত রাখতে কিংবা যোগাযোগ রাখতে সোশ্যাল মিডিয়ার প্রতি মানুষের ঝোক বেড়েছে তুলনামূলকভাবে। ঘণ্টার পর ঘণ্টা হাই ভলিউমে মুভি দেখা, ফোনে কথা বলা, মোবাইলে উচ্চস্বরে গান শোনা, গেম ইত্যাদি কানে সমস্যা সৃষ্টির পেছনে থাকতে পারে।,অন্যদিকে সারা বছর কিবা করে থাকি আমরা আমাদের এই গুরুত্বপূর্ণ অঙ্গটির জন্য। চলুন জেনে নেই ঘরোয়া সাধারণ কিছু বিষয় যার ফলে আপনি আপনার কানের যত্ন নিতে পারবেন অনায়াসে।,কানের যত্নে সবচেয়ে গুরুত্বপূর্ণ অংশ হচ্ছে লম্বা সময় ফোনে কথা বলা পরিত্যাগ করা। সেই ক্ষেত্রে আপনি চাইলে লাউডস্পিকার দিয়ে আপনার কথাগুলো বলে নিতে পারেন। লম্বা সময় ধরে কানের ওপর মোবাইল ফোন রেখে কথা বললে একদিকে ফোনের যেমন তাপমাত্রা বাড়তে থাকে তেমনি কানের উপরেও খারাপ প্রভাব পড়ে।,অন্যদিকে যারা হেডফোন ব্যবহারে অভ্যস্ত তাদের হেডফোন ব্যবহারের সময় বাইরের বাতাস যাতে ভেতরে প্রবেশ না করে সেদিকে খেয়াল রেখে হেডফোন বেছে নিতে হবে। আর অবশ্যই সঙ্গে খেয়াল রাখবেন ক্লিয়ার শুনতে পাচ্ছেন কি না।,কানের যত্নে সূক্ষ্ম একটি বিষয় হচ্ছে হেডফোন কারও সঙ্গে ভাগাভাগি করে না নেয়া। এতে করে জীবাণু যেমন বাসা বাঁধতে পারে না তেমনি যত্নেও থাকে আপনার হেডফোনটি।,অনেক ক্ষেত্রেই দেখা যায় চার্জে দিয়ে ফোনে কথা বলছে অনেকেই। সে ক্ষেত্রে যে কোনো সময় দুর্ঘটনা ঘটতে পারে। তাই নিজেকে কানের যত্নে এ সময় ফোনে কথা বলা এড়িয়ে চলাই ভালো।,এক কানে অনেকটা সময় কথা না বলে পাল্টে নিন ফোনের অবস্থা। এতে করে এক কানের ওপর প্রেসার কম পড়ে থাকে। অনেকেই এ সময় অনলাইন ক্লাস করে আসছে। তাদের ক্ষেত্রে ক্লাস শুরুর আগের ফোনে সম্পূর্ণ চার্জ দিয়ে নিন। এর পরে কাজে বসুন। এতে করে ফোনে সমস্যাও সৃষ্টি হবে না আবার আপনার কানও থাকবে সুরক্ষিত। লকডাউনের এ সময়ে নিজেকে ব্যস্ত রাখতে অনেকেই সোশ্যাল মিডিয়াতে কাটাচ্ছেন লম্বা একটা সময়। আর এতেই কানের ওপর পড়ছে প্রবল আকারের চাপ। তাই সারা দিনে একটি নির্দিষ্ট সময় উচিত ফোন কিংবা ডিভাইজের সঙ্গে সময় কাটানো। এতে করে কানের ওপর চাপ কম পড়বে।,"
