Blog Titles,Blog Content
নিয়োগ দেবে মোংলাবন্দর কর্তৃপক্ষ,"জনবল নিয়োগের বিজ্ঞপ্তি প্রকাশ করেছে মোংলাবন্দর কর্তৃপক্ষ। ছয়টি পদে  ১৭৬ জনকে নিয়োগ দেয়া হবে। পদগুলোতে নারী ও পুরুষ উভয়েই আবেদন করতে পারবেন। অনলাইনের মাধ্যমে সহজেই আবেদন করা যাবে।,পদের নাম: ট্রাফিক অফিসার, মেকানিক, ড্রাইভার/ ফর্কলিফট অপারেটর, নিরাপত্তা হাবিলদার ও নিরাপত্তা প্রহরী।,পদসংখ্যা: ১৭৬ জনকে নিয়োগ দেয়া হবে।,যোগ্যতা: স্বীকৃত শিক্ষাপ্রতিষ্ঠান থেকে স্নাতক/ স্নাতকোত্তর/ উচ্চ মাধ্যমিক/ মাধ্যমিক/ অষ্টম শ্রেণি পাস প্রার্থীরা আবেদন করতে পারবেন। ১৮ থেকে অনূর্ধ্ব-৩০ বছর পর্যন্ত আবেদন করা যাবে।,বেতন: জাতীয় বেতন স্কেল-২০১৫ অনুযায়ী বেতনভাতা দেয়া হবে।,আবেদনের নিয়ম: আগ্রহী প্রার্থীদের অনলাইনের (http://mpajobsbd.com) মাধ্যমে আবেদন করতে হবে।
আবেদনের শেষ তারিখ ৪ অক্টোবর ২০২০।,সূত্র : যুগান্তর, ১৮ সেপ্টেম্বর, ২০২০,বিস্তারিত বিজ্ঞপ্তিতে-,
 ,"
ঠোঁটের যত্নে ব্যবহার করুন প্রাকৃতিক উপাদান,"মুখের মতো ঠোঁটেরও যত্ন নেয়া প্রয়োজন। ঠোঁটের যত্ন নিতে পারেন প্রাকৃতিক উপায়ে।,মধু, চিনি ও গোলাপ জল ব্যবহার করে ঘরোয়াভাবে নিতে পারেন ঠোঁটের যত্ন। এতে ঠোঁট ফাটা, কালচেভাব দূর হবে ও গোলাপি আভার ঠোঁট পাবেন।,আসুন জেনে নিই কী করবেন-,ঠোঁটের যত্নের উপকরণ,৫০ গ্রাম মধু, ২০ গ্রাম বা ৪ চা-চামচ চিনি, ৫ মিলি গোলাপ জল ও ৫ মিলি ভ্যানিলা এসেন্স।,যেভাবে তৈরি করবেন,এসব উপকরণ একসঙ্গে ভালো করে মিশিয়ে একটা এয়ারটাইট শিশিতে রেখে দিন। ঠোঁটের মরা কোষ তুলতে স্ক্রাবার হিসেবে প্রতিদিন একবার করে ব্যবহার করুন। মধু ত্বকের আর্দ্রতা প্রাকৃতিকভাবেই ধরে রাখে। আর চিনি মরা কোষ সরিয়ে ঠোঁটকে করে নরম ও মোলায়েম। পাবেন গোলাপ পাপড়ির মতো ঠোঁট।, ,লেখক:  শারমিন কোচি, বিন্দিয়া বিউটি পার্লারের স্বত্বাধিকারী এবং বিউটি কনসালট্যান্ট।
 ,"
কোর্ট ম্যারেজ কী,"কোর্ট ম্যারেজের কথা অহরহ শুনে থাকবেন। তবে আদালতের এ বিয়ে সম্পর্কে আমাদের অনেক তথ্যই অজানা।,কোর্ট ম্যারেজ বা আদালতের মাধ্যমে বিয়েকে অনেকে পূর্ণাঙ্গ বিয়ে মনে করেন। মনে রাখবেন এটি একজন নর-নারীর একসঙ্গে থাকার জন্য বিয়ের ঘোষণা দেয়া মাত্র- এটি পূর্ণাঙ্গ বিয়ে নয়।,আইনে কোর্ট ম্যারেজ বলতে কোনো বিধান নেই। প্রচলিত অর্থে কোর্ট ম্যারেজ বলতে সাধারণত হলফনামার মাধ্যমে স্বামী-স্ত্রীর মধ্যে বিয়ের ঘোষণা দেয়াকে বোঝায়।,এ হলফনামাটি ২০০ টাকার নন-জুডিশিয়াল স্ট্যাম্পে লিখে নোটারি পাবলিক কিংবা প্রথম শ্রেণির ম্যাজিস্ট্রেটের সামনে সম্পন্ন করা হয়ে থাকে। এটি বিয়ের ঘোষণামাত্র।,পারিবারিক আইন অনুযায়ী- প্রথমে বিয়ে সম্পন্ন করতে হবে, এরপর স্বামী-স্ত্রী চাইলে এ হলফনামা করে রাখতে পারেন। পারিবারিক আইন অনুযায়ী বিয়ে না করে শুধু এ হলফনামা সম্পন্ন করা উচিত নয়।,মুসলিম আইনে সাক্ষীদের উপস্থিতিতে ধর্মীয় রীতিনীতি মেনে বিয়ে সম্পন্ন করার বাধ্যবাধকতা রয়েছে। এছাড়া উভয়কে অবশ্যই প্রাপ্তবয়স্ক হতে হবে।,মুসলিম বিয়ে ও তালাক (নিবন্ধন) আইন অনুযায়ী, প্রতিটি বিয়ে অবশ্যই নিবন্ধন করতে হবে। কোর্ট ম্যারেজের পর হলফনামার সঙ্গে সব তথ্য ও তারিখ মিল রেখে কাজির সহযোগিতায় বিয়ের নিবন্ধন করতে হবে।, ,লেখক : আইনজীবী, বাংলাদেশ সুপ্রিম কোর্ট।
 ,"
"মাস্ক পরায় কানে ব্যথা, কী করবেন","মহামারী করোনাভাইরাসের সংক্রমণ রোধে মাস্ক পরার ওপর সবচেয়ে বেশি গুরুত্ব দিয়েছে বিশ্ব স্বাস্থ্য সংস্থা। ,দীর্ঘক্ষণ মাস্ক ব্যবহারের কারণে ত্বকের নানান সমস্যা এবং কানের পেছনে ব্যথা হচ্ছে, কান লাল হওয়া এবং জ্বালা হয়ে থাকে। ,কানের ব্যথা থেকে মুক্তি পেতে কিছু করণীয় রয়েছে। ,কী করবেন-,১. কানের ব্যথা রোধে নো এলাস্টিক মাস্ক ব্যবহার করতে পারেন। সাধারণত এলাস্টিক দেয়া মাস্ক পরলেই কানে ব্যথা হয়।
 
২. বাইরে থেকে ঘরে ফেরার পর কানের ব্যথা স্থানে বরফ ব্যবহার করতে পারেন। বরফ দিয়ে ম্যাসাজ করলে ব্যথা উপশম হয়। বরফ লাগানোর পর কানে অবশ্যই ময়েশ্চারাইজার ব্যবহার করবেন। ,৩. ঘরে তৈরি সুতি কাপড়ের তিন স্তরের মাস্ক ব্যবহার করতে পারেন। কানের ব্যথা কমাতে আপনি ঘরে তৈরি কাপড়ের মাস্ক ব্যবহার করুন। কেনা মাস্কের দড়ি সাধারণত এলাস্টিকের হয়, যার কারণে কানে ব্যথা হয় ও লালচেভাব দেখা দেয়। তাই কানের ব্যথা কমাতে আপনি ঘরে তৈরি কাপড়ের মাস্ক ব্যবহার করতে পারেন।,তথ্যসূত্র: বোল্ডস্কাই,"
যেসব লক্ষণে বুঝবেন হাঁপানি,"হাঁপানি একটি দীর্ঘমেয়াদি রোগ। হাঁপানি সংক্রামক বা ছোঁয়াচে রোগ নয়। এই রোগ বংশগত হতে পারে। তবে সাধারণত ঠাণ্ডায় সমস্যায় এ রোগ বাড়ে।  ,হাঁপানির লক্ষণ,কাশি, শ্বাসকষ্ট, বুকে চাপ বোধ হওয়া এবং সাঁ সাঁ শব্দে নিঃশ্বাস ফেলা। কিছু ক্ষেত্রে কাশি ব্যতীত অন্য লক্ষণগুলো থাকে না।  বিশেষ করে কাফ ভেরিয়েন্ট অ্যাজমা বা হাঁপানি থাকলে।
যেসব কারণে হাঁপানি হয়,হাঁপানির কারণ এখনও পরিপূর্ণ বোঝা যায়নি। তবে বংশগত কারণ এবং পরিবেশের কারণে হাঁপানি ক্রমশ বৃদ্ধি পাচ্ছে। ঘরের ধুলো, বিছানার পোকা, কার্পেট, পুরনো আসবাবপত্র, দূষণ, অ্যালার্জি, তামাকের ধোঁয়া ও রাসায়নিক উত্তেজক পদার্থ– এগুলোকে হাঁপানি রোগের মূল কারণ হিসেবে ধরা হয়। ,ভাইরাসের সংক্রমণ, ঠাণ্ডা হওয়া, প্রচণ্ড রাগ বা ভয় মাত্রাতিরিক্ত ব্যায়াম, কিছু নির্দিষ্ট ওষুধ (অ্যাসপিরিন, পোপ্রানলল, ডাইক্লোফেনাক ও এসিক্লোফেনাকজাতীয় ওষুধ) হাঁপানির সমস্যাকে আরও বাড়িয়ে দেয়।
হাঁপানি বেড়ে যাওয়ার আরেক কারণ হলো নগরায়ণ। চিকিৎসাসংক্রান্ত ইতিহাস এবং পিএনটির (পালমোনারি ফাংশন টেস্ট)/স্পাইরোমেট্রির সাহায্যে হাঁপানি নির্ণয় করা সম্ভব। ,হাঁপানির পরিপূর্ণ নিরাময় সম্ভব নয়, কিন্তু নির্দিষ্ট ওষুধের মাধ্যমে হাঁপানি নিয়ন্ত্রণ করা যায়। ,যা করলে হাঁপানি বেড়ে যায়, তা এড়িয়ে চলতে হবে। দৈনন্দিন হালকা ব্যায়াম (জগিং) করলে হাঁপানির উপসর্গগুলো কিছুটা কমে।,লেখক 
বক্ষব্যাধি ও মেডিসিন বিশেষজ্ঞ
ইবনে সিনা ডায়াগনস্টিক অ্যান্ড কন্সালটেশন সেন্টার
লালবাগ, ঢাকা
 ,"
পেটে জমে থাকা মেদ দূর করে আমলকীর জুস,"গরমে পান করতে পারেন আমলকীর জুস। ভিটামিন সি ছাড়াও আমলকীর রসে রয়েছে আয়রন, ক্যালসিয়াম ও ফসফরাস। চিকিৎসকরা জানান, এটি পরিপূর্ণ পুষ্টিগুণসমৃদ্ধ পানীয়।,কর্মব্যস্ত জীবনে সময়ের অভাবে ব্যায়াম করতে না পারা কিংবা অসচেতনতার কারণে পেটে মেদ জমে যায়। পেটে জমে থাকা অতিরিক্ত মেদ দূর করতে সহায়তা করবে আমলকীর জুস।,আসুন জেনে নিই কীভাবে তৈরি করবেন আমলকীর জুস।,উপকরণ,আমলকী চারটি, গোলমরিচের গুঁড়া সামান্য, মধু এক চা চামচ, বরফ কুচি ৫ চা চামচ এবং পানি দুই কাপ।,প্রস্তুত প্রণালি,প্রথমে আমলকী থেঁতলে নিয়ে এর সঙ্গে গোলমরিচের গুঁড়া মিশিয়ে ভালো করে ব্লেন্ড করে নিন। এবার এতে দুই কাপ পানি দিয়ে এক মিনিট ব্লেন্ড করুন। এর পর একটি গ্লাসে ঢেলে এর সঙ্গে মধু মিশিয়ে কিছুক্ষণ ফ্রিজে রেখে দিন। ইফতারের সময় ফ্রিজ থেকে বের করে এর ওপর বরফ কুচি ছড়িয়ে ঠাণ্ডা ঠাণ্ডা পরিবেশন করুন ভিন্ন স্বাদের আমলকীর জুস।
 ,"
যেভাবে ফোনের আইএমইআই নম্বর যাচাই করবেন,"আইএমইআই নম্বর প্রত্যেক ফোনের জন্য আলাদা। সুনির্দিষ্ট এই নম্বর দিয়ে মোবাইল নেটওয়ার্কে কোনো একটি সুনির্দিষ্ট মোবাইলের অবস্থান চিহ্নিত করা সম্ভব।,চুরি করা বা ব্যবহৃত মোবাইল কিনে আইএমইআই নম্বর পরিবর্তন করে বাজারে বিক্রি করছে কিছু অপরাধ চক্র। , ,আইএমইআই নম্বর কী?,
আইএমইআই বা ইন্টারন্যাশনাল মোবাইল ইকুইপমেন্ট আইডেন্টিটি নম্বর একটি ১৫ ডিজিটের নম্বর, যা কোনো মোবাইল হ্যান্ডসেট তৈরি করার সময় এর মধ্যে প্রোগ্রাম করা থাকে।,এই নম্বরটি মূলত মোবাইল হ্যান্ডসেটটির পরিচয় বহন করে।,এই নম্বরের মাধ্যমে চিহ্নিত করা হয় যে ফোনটি কোন এলাকায় ব্যবহার করা যাবে এবং কোন ফ্যাক্টরিতে এটি তৈরি হয়েছে।
সাধারণত হ্যান্ডসেট হারিয়ে গেলে বা চুরি হয়ে গেলে এই আইএমইআই নম্বরের মাধ্যমে হ্যান্ডসেটটির অবস্থান খুঁজে বের করা সম্ভব হয়।,এ ছাড়া নতুন ফোন কেনার সময় ওই ফোনের আইএমইআই নম্বরের মাধ্যমে জানা যেতে পারে যে ফোনটি এর আগে কখনও ব্যবহার করা হয়েছে কিনা।,আইএমইআই নম্বর পরিবর্তন করলে ব্যক্তিগত নিরাপত্তার পাশাপাশি অর্থনৈতিক লেনদেনের নিরাপত্তাও বিঘ্নিত হওয়ার ঝুঁকি থাকে।,নম্বর পরিবর্তনে নিরাপত্তার ঝুঁকি,প্রযুক্তি বিশেষজ্ঞ সুমন আহমেদ সাবির বলেন, একটি সেটের আইএমইআই নম্বর পরিবর্তন করা সম্ভব হলে যে কারও ব্যক্তিগত নিরাপত্তাঝুঁকির মুখে পড়তে পারে।,তিনি বলেন, আইএমইআই নম্বর ক্লোন করা সম্ভব হলে যে কারও পরিচয় নকল করে অপরাধ সংঘটন করা সম্ভব হবে।,এ ছাড়া কোনো ফোনসেট কেনার আগে সেটি চুরি করা কিনা বা নকল কিনা তা যাচাই করে দেখার জন্যও আইএমইআই নম্বর প্রয়োজন হয়।,যেভাবে ফোনের আইএমইআই নম্বর যাচাই করবেন
হ্যান্ডসেটটি আসল কিনা এবং যেসব উপকরণ ফোনের সঙ্গে সংযুক্ত রয়েছে তা যাচাই করার একটি পদ্ধতি রয়েছে।,আপনার ফোনে *#06# ডায়াল করলে আইএমইআই নম্বর দেখাবে।,এবার আইএমইআই.ইনফো ওয়েবসাইটে গিয়ে ১৫ ডিজিটের আইএমইআই নম্বরটি বসান এবং 'চেক' বাটনে চাপুন।,পরের পেজে আপনার ফোনের মডেল নম্বর, কোন সালে তৈরি করা হয়েছে, ফোনে কী কী উপকরণ রয়েছে এ সম্পর্কে বিস্তারিত তথ্য আসবে।,
তথ্যসূত্র: বিবিসি বাংলা
 ,"
ক্যান্টনমেন্ট পাবলিক স্কুল অ্যান্ড কলেজে নিয়োগ,"ক্যান্টনমেন্ট পাবলিক স্কুল অ্যান্ড কলেজ, জাহানাবাদ সেনানিবাস, খুলনায় চার পদে লোকবল নেয়া হবে।,পদের নাম: অফিস সহকারী-কাম-কম্পিউটার অপারেটর
পদ সংখ্যা: ১টি
যোগ্যতা: এইচএসসি বা সমমানের পরীক্ষায় উত্তীর্ণ। কম্পিউটার অপারেটিংয়ে দক্ষতা থাকতে হবে।,
পদের নাম: ল্যাব সহকারী (তথ্য ও যোগাযোগপ্রযুক্তি)
পদ সংখ্যা: ১টি
যোগ্যতা: বিজ্ঞান বিভাগে এসএসসি বা সমমানের পরীক্ষায় উত্তীর্ণ। আইসিটি ল্যাব সহকারীর জন্য কম্পিউটার/ তথ্য ও যোগাযোগপ্রযুক্তি বিষয়সহ বিজ্ঞান বিভাগে এসএসসি বা সমমানের পরীক্ষায় উত্তীর্ণ।,পদের নাম: ল্যাব সহকারী (পদার্থ বিজ্ঞান)
পদ সংখ্যা: ১টি
যোগ্যতা: বিজ্ঞান বিভাগে এসএসসি বা সমমানের পরীক্ষায় উত্তীর্ণ।,পদের নাম: নিরাপত্তাকর্মী
পদ সংখ্যা: ১টি
যোগ্যতা: জেএসসি/জেডিসি বা সমমানের পরীক্ষায় উত্তীর্ণ।,আবেদনের নিয়ম: আগ্রহী প্রার্থীদের নিজ হাতে লিখিত পূর্ণাঙ্গ জীবনবৃত্তান্ত, শিক্ষাগত যোগ্যতার মূল সনদপত্র, মার্কশিট, জন্মনিবন্ধন, জাতীয় পরিচয়পত্র, নাগরিক সনদপত্র ও অভিজ্ঞতা সনদপত্রের (প্রযোজ্য ক্ষেত্রে) সত্যায়িত ফটোকপি, সদ্য তোলা (ল্যাবপ্রিন্ট) ২ কপি পাসপোর্ট সাইজের ছবি ও প্রয়োজনীয় কাগজপত্র এবং যে কোনো তফসিলি ব্যাংকের যে কোনো শাখা হতে 'অধ্যক্ষ, ক্যান্টনমেন্ট পাবলিক স্কুল অ্যান্ড কলেজে, জাহানাবাদ সেনানিবাস'-এর নামে অফেরতযোগ্য ৫০০ টাকার পেঅর্ডার/ব্যাংক ড্রাফট দরখাস্তের সঙ্গে সংযুক্ত করে আগামী ২৬ অক্টোবরের মধ্যে পাঠাতে হবে। 
আবেদনপত্রের খামের ওপরে পদের নাম, ঠিকানা ও মোবাইল নম্বর অবশ্যই উল্লেখ করতে হবে।,"
শিক্ষা প্রকৌশল অধিদফতরে নিয়োগ,"শিক্ষা প্রকৌশল অধিদফতরে ১২ ধরনের পদে ১১৯৪ জনকে নিয়োগের বিজ্ঞপ্তি প্রকাশিত হয়েছে।,পদের নাম: হিসাবরক্ষক
পদ সংখ্যা: ২৫টি
বেতন স্কেল: ১২,৫০০-৩০,২৩০ টাকা,পদের নাম: কম্পিউটার অপারেটর
পদ সংখ্যা: ৬৯টি
বেতন স্কেল: ১১,০০০-২৬,৫৯০ টাকা,পদের নাম: সাঁটলিপিকার কাম কম্পিউটার অপারেটর
পদ সংখ্যা: ২টি
বেতন স্কেল: ১১,০০০-২৬,৫৯০ টাকা,পদের নাম: উচ্চমান সহকারী
পদ সংখ্যা: ৩১টি
বেতন স্কেল: ১০,২০০-২৪,৬৮০ টাকা,পদের নাম: সাঁটমুদ্রাক্ষরিক কাম কম্পিউটার অপারেটর
পদ সংখ্যা: ১টি
বেতন স্কেল: ১০,২০০-২৪,৬৮০ টাকা,পদের নাম: স্টোর কিপার
প দসংখ্যা: ১টি
বেতন স্কেল: ৯,৩০০-২২,৪৯০ টাকা,পদের নাম: অফিস সহকারী কাম কম্পিউটার মুদ্রাক্ষরিক
পদ সংখ্যা: ৪০টি
বেতনস্কেল: ৯,৩০০-২২,৪৯০ টাকা,পদের নাম: অফিস সহকারী কাম ক্যাশিয়ার
পদসংখ্যা: ২১টি
বেতনস্কেল: ৯,৩০০-২২,৪৯০ টাকা,পদের নাম: হিসাব সহকারী কাম ক্যাশিয়ার
পদসংখ্যা: ১৪টি
বেতনস্কেল: ৯,৩০০-২২,৪৯০ টাকা,পদের নাম: ডাটা এন্ট্রি অপারেটর
পদ সংখ্যা: ৪৬৪টি
বেতন স্কেল: ৯,৩০০-২২,৪৯০ টাকা,পদের নাম: অফিস সহায়ক
পদ সংখ্যা: ৫১৫ টি
বেতন স্কেল: ৮,২৫০-২০,০১০ টাকা,পদের নাম: নিরাপত্তা প্রহরী
পদ সংখ্যা: ১১টি
বেতন স্কেল: ৮,২৫০-২০,০১০ টাকা,আবেদনের নিয়ম: আগ্রহী প্রার্থীদের অনলাইনে http://eedmoe.teletalk.com.bd ওয়েবসাইটের মাধ্যমে আবেদন করতে হবে। 
আবেদন করা যাবে ২২ সেপ্টেম্বর সকাল ১০টা থেকে ২২ অক্টোবর বিকাল ৫টা পর্যন্ত।,"
দেয়াল থেকে তেলের দাগ তোলার উপায় ,"রান্নাঘরসহ যে কোনো দেয়ালে তেলের দাগ লাগতে পারে। তেলের দাগ পরলে দেয়ালের সৌন্দর্য নষ্ট হয়। আর একবার তেলের দাগ লাগলে তা সহজে উঠতেও চায় না।,এ ধরনের দাগ সাধারণ সাবান পানি দিয়ে সহজেই পরিষ্কার করা যায় না। এই দাগ তোলার রয়েছে  ঘরোয়া কিছু পদ্ধতি। ,আসুন জেনে নিই কী করবেন-,সাদা ভিনেগার,দেয়ালে লেগে থাকা তেলের দাগ পরিষ্কারের জন্য সাদা ভিনেগার খুবই কার্যকর। ,সাদা ভিনেগারের মধ্যে একটি স্পঞ্জ ডুবিয়ে রাখুন এবং তারপর এটি হালকাভাবে নিংড়ে নিন। দাগ অপসারণ না হওয়া পর্যন্ত দাগযুক্ত দেয়ালে স্পঞ্জটি ঘষতে থাকুন। ,এভাবে দেয়াল পরিষ্কার করতে এবং সহজেই তেলের দাগ তুলতে পারবেন। ,বেকিং সোডা ,তেলের দাগ তোলার জন্য বেকিং সোডা ব্যবহার করতে পারেন। বেকিং সোডা এবং পানি দিয়ে একটি পেস্ট তৈরি করুন। এবার একটি স্পঞ্জের মাধ্যমে পেস্টটি দাগের উপর স্ক্রাব করুন। দেখবেন ধীরে ধীরে দাগে উঠে যাবে।,তথ্যসূত্র: বোল্ডস্কাই
 ,"
