Blog Titles,Blog Content
"৪০৩২ পদে নিয়োগ, প্রতারক থেকে সাবধান থাকতে মাউশির সতর্কতা","৪ হাজার ৩২ পদে নিয়োগ নিয়ে প্রতারণার ফাঁদ থেকে আবেদনকারী প্রার্থীদের সতর্ক থাকতে বলেছে মাধ্যমিক ও উচ্চশিক্ষা অধিদফতর (মাউশি)। ,সোমবার অধিদফতরের এক প্রেস বিজ্ঞপ্তিতে সতর্ক থাকার অনুরোধ করা হয়েছে আবেদনকারীদের।,বিজ্ঞপ্তিতে বলা হয়েছে, অধিদফতরের আওতাধীন অফিস/শিক্ষাপ্রতিষ্ঠানগুলোর জন্য ২৮ ক্যাটাগরির ৪ হাজার ৩২টি শূন্যপদে জনবল নিয়োগের লক্ষ্যে গত ২২ অক্টোবর নিয়োগ বিজ্ঞপ্তি প্রকাশ করা হয়েছিল। ,এ নিয়োগের পরীক্ষা গ্রহণের প্রস্তুতি ও দাফতরিক কার্যক্রম চলছে। পরীক্ষার তারিখ এখনও নির্ধারণ করা হয়নি। কিন্তু এরই মধ্যে কিছু প্রতারক চক্র চাকরি দেয়ার প্রলোভন দেখিয়ে আবেদনকারী প্রার্থীদের সঙ্গে প্রতারণা করার চেষ্টা করছে বলে প্রতীয়মান হচ্ছে। ,এমন অবস্থায় কেউ কোনো প্রতারণার ফাঁদে যেন না পড়েন, সে বিষয়ে সংশ্লিষ্ট সবাইকে সতর্ক থাকার অনুরোধ করা হলো।,বিজ্ঞপ্তিতে আরও বলা হয়, সব ধরনের পরীক্ষার (লিখিত/ব্যবহারিক/মৌখিক) তারিখ, সময় ও ভেন্যু– এমনকি নিয়োগের জন্য চূড়ান্তভাবে নির্বাচিত হলে, তা প্রার্থীকে সরাসরি মোবাইলে এসএমএসের মাধ্যমে জানানো হবে। ,আর নিয়োগের যাবতীয় তথ্য অধিদফতরের ওয়েবসাইটে (www.dshe.gov.bd) প্রকাশ করা হবে।,
মাউশির ২৮টি ভিন্ন পদের ৪ হাজার ৩২ পদের নিয়োগের আবেদন শেষ হয় গত ৩০ নভেম্বর। পদগুলো হলো– প্রদর্শক (পদার্থ, রসায়ন, জীববিজ্ঞান, প্রাণিবিদ্যা, উদ্ভিদবিদ্যা, ভূগোল, মৃত্তিকাবিজ্ঞান, গণিত, গার্হস্থ্য, কৃষি), গবেষণা সহকারী (কলেজ), সহকারী গ্রন্থাগারিক-কাম-ক্যাটালগার, ল্যাবরেটরি সহকারী, সাঁটলিপিকার-কাম-কম্পিউটার অপারেটর, উচ্চমান সহকারী, অফিস সহকারী-কাম-কম্পিউটার মুদ্রাক্ষরিক, ক্যাশিয়ার/স্টোরকিপার, হিসাব সহকারী, ক্যাশিয়ার, স্টোরকিপার, মেকানিক-কাম-ইলেকট্রিশিয়ান, গাড়িচালক, বুক সর্টার, অফিস সহায়ক, নিরাপত্তা প্রহরী, মালি ও পরিচ্ছন্নতাকর্মী। বিভিন্ন পদের জন্য জাতীয় বেতন স্কেল-২০১৫ অনুযায়ী বেতনভাতা দেয়া হবে।
 ,"
বাংলাদেশ ব্যাংকে নিয়োগ,"বাংলাদেশ ব্যাংক সম্প্রতি নিয়োগের জন্য বিজ্ঞপ্তি প্রকাশ করেছে। ১টি পদে মোট ১৯ জনকে নিয়োগের জন্য এ বিজ্ঞপ্তি প্রকাশ করা হয়েছে। ,‘সহকারী পরিচালক (প্রকৌশল–পুর)’ নামে এ পদের আবেদন অনলাইনে শুরু হয়েছে ১৩ ডিসেম্বর থেকে। আবেদন করা যাবে আগামী বছরের ৭ জানুয়ারি পর্যন্ত।,আবেদনের যোগ্যতা,আবেদনের যোগ্যতা, অভিজ্ঞতা এবং বয়সসীমার শর্তাবলি জানা যাবে বিজ্ঞপ্তিতে।,আবেদনের বয়স
প্রার্থীর বয়স ১০-১২-২০২০ তারিখে ১৮ থেকে ৩০ বছরের মধ্যে হতে হবে। তবে মুক্তিযোদ্ধা/শহীদ মুক্তিযোদ্ধার সন্তানদের ক্ষেত্রে বয়স ৩২ বছর।,আবেদনের নিয়ম
আগ্রহী প্রার্থীরা (https://erecruitment.bb.org.bd/onlineapp/joblist.php) ওয়েবসাইট থেকে আবেদনপত্র পূরণ করা যাবে। , ,আবেদন আগামী ৭ জানুয়ারি পর্যন্ত জমা দিতে পারবেন আবেদনকারীরা।
 ,"
বিজয়ের চেতনায় নিজেকে সাজাই,"আগামীকাল ১৬ ডিসেম্বর- বিজয় দিবস। ১৯৭১ সালের এই দিনে নতুনের কেতন উড়িয়ে বাংলাদেশ নামে একটি ভূখণ্ড জন্ম নেয়। ১৬ ডিসেম্বর বাংলাদেশের ইতিহাসে স্বর্ণাক্ষরে লেখা একটি দিন। বিজয়ের রঙে রাঙানো এ দিনটিতে ইতিহাসের স্বর্ণালি পাতায় বীর-বাঙালি হিসেবে জায়গা করে নিই আমরা।,আমাদের এ বিজয় অর্জনের পেছনে রয়েছে অনেক ত্যাগ ও সংগ্রামের দীর্ঘ ইতিহাস। এ বিজয়ের জন্য ১৯৭১ সালে দীর্ঘ ৯ মাস এক সাগর রক্ত আর ৩০ লাখ তাজা প্রাণ দিতে হয়েছিল, হারাতে হয়েছিল দেশ গড়ার কারিগর তীক্ষ্ণ মেধাসম্পন্ন সন্তান আর লাখো মা-বোনের সম্ভ্রম। তাই বাঙালি জাতি শ্রদ্ধাবনত চিত্তে ডিসেম্বর মাসের বিজয় দিবসের এ দিনটিকে স্মরণ করে। স্মরণ করে জাতির অকুতোভয় বীর সন্তানদের।,বিজয় দিবস এলে আমরা উজ্জীবিত হই। নতুন করে শক্তি পাই। এ দিনে আমরা অনুপ্রাণিত হই আমাদের গৌরবময় ইতিহাসের কথা স্মরণ করে। উদ্বুদ্ধ হই বিজয়ের চেতনায় অগ্রগতির পথযাত্রায় এগিয়ে যেতে। প্রতি বছর বিজয় দিবস পালনের মাধ্যমে আমরা নতুন প্রজন্ম এবং বিশ্বকে মনে করিয়ে দেই মুক্তিযুদ্ধের কথা ও বীর শহীদদের কথা। বিজয় দিবসে পুরো দেশ সেজে ওঠে লাল-সবুজে।,দোকানে, রাস্তায়, অফিসে, স্কুল-কলেজে এমনকি গাড়ির সামনে শোভা পায় জাতীয় পতাকা। বিভিন্ন শিক্ষাপ্রতিষ্ঠান নানা ধরনের অনুষ্ঠানের আয়োজন করে। করোনার কারণে যদিও এবার বিজয় দিবসের আয়োজন সীমিত করা হয়েছে। তারপরও বিজয়ের চেতনা আমাদের মনে-প্রাণে রয়ে যাবে।,তরুণ প্রজন্ম কতটুকু মুক্তিযুদ্ধের চেতনা ও বিজয়ের চেতনা হৃদয়ে ধারণ করতে পারছে, তা নিয়ে মতভেদ রয়েছে। মুক্তিযুদ্ধের সঠিক ইতিহাস জানাতে হবে আমাদের নতুন প্রজন্মকে। জানাতে হবে, কত ত্যাগ আর রক্তের মূল্যে কেনা আমাদের এই স্বাধীনতা। তবে তরুণ প্রজন্মের অনেকেই এখনও জানে না মুক্তিযুদ্ধের সঠিক ইতিহাস। তাই নতুন প্রজন্ম বা আমাদের সন্তানদের মুক্তিযুদ্ধের চেতনায় উদ্বুদ্ধ করতে মা-বাবাকেই এগিয়ে আসতে হবে।,শিশুদের মুক্তিযুদ্ধের গল্প, স্বাধীনতার গল্প ও বিজয়ের গল্প শোনাতে হবে; মুক্তিযুদ্ধের ইতিহাস জানাতে হবে; মুক্তিযুদ্ধভিত্তিক বই কিনে দিতে হবে। প্রতিটি ঘরেই মুক্তিযুদ্ধবিষয়ক এমন কিছু রাখা উচিত, যা দেখে শিশুরা মুক্তিযুদ্ধ সম্পর্কে ধারণা পায়। শিশুকে দেশাত্মবোধক ও মুক্তিযুদ্ধের গানের সিডি কিনে দিতে পারেন। পাশাপাশি দেশাত্মবোধক ও মুক্তিযুদ্ধের গান গাইতে অনুপ্রাণিত করুন। বাচ্চাদের লেখার জন্য খাতা তো কিনতেই হয়।,আজকাল স্টেশনারি দোকানে মুক্তিযুদ্ধের বিভিন্ন চিত্রসংবলিত প্রচ্ছদের খাতা পাওয়া যায়। শিশুদের লেখার জন্য এ ধরনের খাতা কিনে দিতে পারেন। এতে মুক্তিযুদ্ধের প্রচ্ছদের সঙ্গে শিশুরা পরিচিত হতে পারবে। খাতা ছাড়াও মুক্তিযুদ্ধের চিত্রসংবলিত ড্রইং বইসহ শিশুদের প্রয়োজনীয় নানাকিছু এখন বাজারে পাওয়া যায়, যেগুলোয় ফুটে ওঠে মুক্তিযুদ্ধের বিভিন্ন খণ্ডচিত্র।,বিশেষ দিনগুলোয় এসব জিনিস উপহার দেয়ার মাধ্যমে মুক্তিযুদ্ধের সঙ্গে শিশুকে পরিচয় করাতে পারেন। বিজয় দিবস ও স্বাধীনতা দিবসে শিশু থেকে শুরু করে বয়স্কদের জন্যও এখন মুক্তিযুদ্ধভিত্তিক নানা মোটিফের পোশাক তৈরি হয়।,এ ধরনের পোশাক অঙ্গে জড়িয়েও বিজয়ের রঙে রাঙাতে পারেন বিশেষ এ দিনটিতে। বিজয় দিবস বা অন্য কোনো ছুটির দিনে পরিবারের সবাই মিলে ঘুরতে যেতে পারেন মুক্তিযুদ্ধ জাদুঘর, বাংলাদেশ সামরিক জাদুঘর, রায়েরবাজার বধ্যভূমি স্মৃতিসৌধ ও সাভার স্মৃতিসৌধসহ ঐতিহাসিক বিভিন্ন স্থানে। এভাবেই প্রতিদিন জীবনযাপনের ভেতর দিয়েই অভিভাবকরা শিশুকে উদ্বুদ্ধ করতে পারেন মুক্তিযুদ্ধের চেতনায়।,বিজয় দিবস বাঙালি জাতির চেতনায় রক্তে মেশানো উৎসব। বিজয়ের উৎসবে তাই আমাদের মুক্তিযুদ্ধের চেতনায় উজ্জীবিত হতে হবে। ভুলকে শুধরে শুদ্ধতার পথে চলার চেষ্টা করতে হবে। হিংসা-বিদ্বেষ-অহঙ্কার ছুড়ে ফেলে সবাই মিলে এক হয়ে দেশ গড়ার প্রত্যয়ে উজ্জীবিত হতে হবে।,"
"শীতে ঠোঁটের কোণে ঘা, কী করবেন ","শীতে ঠোঁটের কোণে লাল হয়ে ফেটে যায়। মুখে বা ঠোঁটের দুই কোণে ঘা হয়ে সাদা হয়ে যায়। ,এ সময় হাঁ করতেও কষ্ট হয়। ফুলে যায়, ব্যথা হয় এবং খেতে অসুবিধা হয়। এ ছাড়া দেখতেও খারাপ লাগে।  ,আসুন জেনে নিই শীতে ঠোঁট সুন্দর রাখতে ও কোণায় ঘায়ের সমস্যা থেকে বাঁচতে কী করবেন। ,১. ঠোঁট ফাটলে অনেক সময় ত্বকের মরা অংশ জমে ঠোঁটের ওপর। এ সমস্যায় রাতে ঘুমানোর সময় বাদাম তেল লাগাতে হবে ঠোঁটে। মরা অংশ কোনো অবস্থাতেই টেনে তোলা যাবে না। ঠোঁট ভেজাতে জিভ দিয়ে কখনও চাটবেন না। মুখের লালায় যে রাসায়নিক উপাদান থাকে, তা ঠোঁটকে আরও শুকিয়ে দেয়।  ,২. ঠোঁট মসৃণ করতে দুধের সর, মধু ও চিনি দিয়ে প্রতিদিন মাত্র দুই মিনিট ম্যাসাজ করুন। ,৩. শরীর আর্দ্র থাকলে ঠোঁটও শুষ্ক হবে না। এ জন্য প্রতিদিন অন্তত ৮ গ্লাস পানি পান করুন।  ,৪. ভিটামিন সি সমৃদ্ধ লেবু, জলপাই, আনারস, স্ট্রবেরি, টমেটো, ব্রকলি, সবুজ শাকসবজিসহ সব সময় সহজপাচ্য ও হালকা মসলাযুক্ত স্বাস্থ্যকর খাবার খান। নিয়মিত খেজুর, বাদাম, দুধ বেশি বেশি খান।  ,
 ,"
ঠাণ্ডা লেগে কানে ব্যথা হলে কী করবেন,"শীতের এ সময়ে জ্বর-সর্দি, গলাব্যথার পাশাপাশি কানেও ব্যথা হয়ে থাকে। অনেক সময় দেখা যায় রাতে হঠাৎ ঘুমের মধ্যে কানে প্রচণ্ড ব্যথা শুরু হয়ে গেছে। শিশু থেকে শুরু করে সব বয়সী মানুষ এই সমস্যায় ভুগে থাকেন। মধ্যকর্ণের এমন সংক্রমণকে চিকিৎসা বিজ্ঞানের ভাষার বলে ‘অটাইটিস মিডিয়া’। ,এ বিষয়ে ভারতের প্রখ্যাত নাক-কান-গলা বিশেষজ্ঞ শান্তনু বন্দ্যোপাধ্যায় বলেন, মধ্যকর্ণে সংক্রমণের কারণে কানের পর্দা ফুলে গিয়ে আচমকা ব্যথা শুরু হতে পারে। এ ছাড়া দীর্ঘক্ষণ কানে মোবাইল নিয়ে কথা বললে বা কানের সঙ্গে সামঞ্জস্যহীন হেডফোন বা ইয়ারফোন ব্যবহার করলে, চশমার ডাটি কানে চেপে বসার কারণেও কানে ব্যথা হতে পারে।  ,তিনি বলেন, কানে ব্যথা হলে অনেকে গরম তেল দেন, যা মোটেও করা যাবে না। কানে গরম তেল দিলে কানের পর্দা ক্ষতিগ্রস্ত হয়ে শ্রবণক্ষমতা নষ্ট হয়ে যাওয়ার ঝুঁকি থাকে। ,তিনি আরও বলেন, ভাইরাল সর্দি-কাশি-জ্বর হলে একই সঙ্গে মধ্যকর্ণে সংক্রমণ হতে পারে। সেই সময় থেকেই কানের মধ্যে অস্বস্তি ও  অল্পস্বল্প ব্যথা হতে পারে। ,এ ছাড়া পুকুরে বা সুইমিং পুলে সাঁতার কাটলে অনেক সময় কানে পানি ঢুকে যায়। এতে সংক্রমণ হয় ও পুঁজ জমে যায়। একে আমরা কানপাকা বলি। এ ধরনের সমস্যায়ও ব্যথা হতে পারে। ,কী  করবেন,কানে অতিরিক্ত ব্যথা ও এসব সমস্যায় অবশ্যই চিকিৎসকের পরামর্শ নিতে হবে। চিকিৎসক অনেক সময় অবস্থা বুঝে অ্যান্টিবায়োটিক দিয়ে থাকেন।,
তথ্যসূত্র: আনন্দবাজার পত্রিকা     
 ,"
শীতে উচ্চরক্তচাপ নিয়ন্ত্রণে ব্যায়াম করুন নিয়মিত,"উচ্চরক্তচাপ খুবই পরিচিত একটি স্বাস্থ্য সমস্যা। গত কয়েক দশকে বাংলাদেশে এ রোগের প্রকোপ বেড়ে চলেছে। শীতকালে অনেকের এই সমস্যা দেখা দেয়। অনিয়ন্ত্রিত খাদ্যাভ্যাসের কারণে মূলত এই রোগ হয়ে থাকে।  ,আগে দেখা যেত যাদের বয়স চল্লিশের বেশি, তাদের মধ্যে এ রোগ বেশি হয়। এটি ভুল, কারণ এখন কম বয়সীদেরও উচ্চরক্তচাপের সমস্যা দেখা দেয়।  ,উচ্চরক্তচাপের কোনো প্রাথমিক লক্ষণ দেখা যায় না, তাই একে বলা হয় ‘নীরব ঘাতক’। অনিয়ন্ত্রিত খাদ্যাভ্যাস এবং চিকিৎসাবিহীন উচ্চরক্তচাপ থেকে মারাত্মক শারীরিক জটিলতা দেখা দিতে পারে।,যেসব কারণে রক্তচাপ বাড়ে,শীতের সময়ে উচ্চরক্তচাপের সমস্যা বেড়ে যেতে পারে। কারণ উচ্চরক্তচাপ নিয়ন্ত্রণে রাখতে সবচেয়ে জরুরি হচ্ছে ব্যায়াম করা, যা শীতের সময় একদম হয়ে ওঠে না। ফলে রক্তচাপ বাড়তে পারে। ,এ ছাড়া এ সময়ে পিঠা-পুলির ধুম পড়ে। আর বেশিরভাগ পিঠা চিনিযুক্ত। অতিরিক্ত মিষ্টিজাতীয় ও চর্বিজাতীয় খাবার খাওয়া এবং হাঁটাচলা কম করার কারণে রক্তচাপ বাড়তে পারে। ,কী করবেন,উচ্চরক্তচাপ নিয়ন্ত্রণে রাখতে এ সময় কিছু কাজ অবশ্যই করতে হবে।  উচ্চরক্তচাপ বাড়ে এমন খাবার এড়িয়ে চলা উচিত।  এ ছাড়া চিকিৎসকের পরামর্শ অনুযায়ী ওষুধ সেবন ও নিয়মিত হাঁটাচলা ও ব্যায়াম করতে হবে। ,লেখক: মেডিসিন ও ডায়াবেটিস রোগ বিশেষজ্ঞ কনসালট্যান্ট (সিটি স্কিন সেন্টার, শান্তিনগর, ঢাকা)।,"
সকালের নাস্তা থেকেও বাড়তে পারে ওজন,"সকালের নাস্তায় সুষম খাবার না খেলে ওজন বাড়তে পারে। নাস্তা স্বাস্থ্যকর হলে দিনভর কাজ করেও শরীর ক্লান্ত হয় না, ক্ষুধাও কম লাগে। ,সকালের নাস্তায় সুষম খাবার রয়েছে কিনা বুঝবেন কীভাবে। যুক্তরাষ্ট্রের পুষ্টিবিদ ও ‘চিয়ারফুল চয়েস’য়ের প্রতিষ্ঠাতা ম্যাকেঞ্জি বার্গেস বলেন, সকালের নাস্তায় তৃপ্তি করে না খেলে ক্ষুধা লাগার সম্ভাবনা বাড়ে, যা দিনের অন্যান্য সময়ে খাওয়ার পরিমাণ বাড়িয়ে দেয়। আর খাওয়ার পরিমাণ বাড়া মানেই অতিরিক্ত ক্যালরি গ্রহণ।,সকালের নাস্তায় প্রোটিন রাখার চেষ্টা করুন। যেমন- দুটি কলার সঙ্গে ‘নাট বাটার’ হতে পারে দারুণ প্রোটিনের উৎস । এছাড়া সিদ্ধ ডিমও খেতে পারেন। ,সকালের নাস্তা কেমন হওয়া উচিত এ বিষয়ে ‘দি টোটাল বডি ফাংশনাল প্রোগ্রাম’য়ের লেখক ও যুক্তরাষ্ট্রের নিবন্ধিত পুষ্টিবিষয়ক প্রশিক্ষক অ্যাডি ও’নিলের পরামর্শ হচ্ছে- সকালে অতিরিক্ত চিনি ও ‘স্যাচুরেইটেড ফ্যাট’ যু্ক্ত খাবার খাওয়া যাবে না।  ,তিনি আরও বলেন, পূর্ণ শস্যের খাবার খাওয়া উচিত, যা সারা দিনের বিপাক কার্যক্রমকে চালু রাখতে সাহায্য করে। ,পুষ্টিবিদরা বলেন, দিনের শুরুতে শুধু কার্বোহাইড্রেইট গ্রহণ করলে সারাদিন ক্ষুধার্ত বোধ হতে পারে। ,যুক্তরাষ্ট্রের নিবন্ধিত পুষ্টিবিদ মলি কিম্বাল বলেন, সকালের নাস্তায় শুধু কার্বহাইড্রেট গ্রহণ করাটা তৃপ্তিদায়ক নয়। এতে সারা দিন ক্ষুধা লেগেই থাকে।,কাজের ব্যস্ততার কারণে তাড়াহুড়ো ও সঠিক সময়ে কর্মস্থলে পৌঁছানোর জন্য সকালে অনেক দিনই হয়তো খাওয়া হয় না। এতে দুপুর কিংবা রাতে বেশি খাওয়া হয়ে যায়। ফল ওজন বৃদ্ধি।,‘দি ডিশ অন নিউট্রিশন’য়ের প্রতিষ্ঠাতা ও যুক্তরাষ্ট্রের নিবন্ধিত পুষ্টিবিদ স্যান্ডি ইওনান ব্রিখো বলেন, সকালে যদি খিদা অনুভব না হয়, তবে এমন হালকা কিছু খান যা অন্তত আপনাকে দুপুর পর্যন্ত কিছু খাওয়ার কথা মনে করাবে না। ,সকালের নাস্তায় প্রোটিন রাখার পরামর্শ দেন যুক্তরাষ্ট্রের ইজেড কেয়ার ক্লিনিকের চিকিৎসক শ্যানন হেনরি, যা সারাদিন পেট ভরা অনুভূতি দেবে। ফলে ক্ষুধা কম অনুভূত হবে ও ওজন কমবে।  
 ,"
দিনভর শরীর চাঙ্গা রাখার ৫ খাবার ,"শীতে হাত পা ঠাণ্ডা হয়ে থাকে। শরীর যেন চলতেই চায় না। এমন আবহাওয়ায় শরীরকে দিনভর চাঙ্গা ও সতেজ রাখতে খেতে পারেন কিছু খাবার। খেতে সুস্বাদু এসব খাবার ঠাণ্ডাও প্রতিরোধ করে। ,ভারতের স্যার গঙ্গারাম হাসপাতালের নিউট্রিশন অ্যান্ড ডায়াবেটিকস বিভাগের চিকিৎসক ডা. মুক্তা ভাসিস্থর মতে, প্রকৃতি থেকে পাওয়া প্রত্যেক খাবারই সুপার ফুড। এগুলো শরীরকে সতেজ রাখে। এ ছাড়া সারাবছরই সুষম খাদ্যের দিকে নজর দিতে হবে। ,১. শীতের সময়ে খেতে পারেন মিষ্টি আলু। ক্যালোরি ও পুষ্টির সহজলভ্য উৎস হিসেবে মিষ্টিআলু খুবই উপকারী। মিষ্টি আলু কোষ্ঠকাঠিন্য দূর করে, রোগ প্রতিরোধ ক্ষমতা বাড়ায়।,২. অ্যান্টিঅক্সিডেন্ট উপাদান রয়েছে শালগম ও এর পাতায়, যা ক্যান্সারের ঝুঁকি কমায়। শালগমে উচ্চমাত্রায় ভিটামিন ‘কে’ রয়েছে এবং পাতায় ভিটামিন ‘এ’ পাওয়া যায়। শালগম ও এর পাতা কার্ডিওভাসকুলারের স্বাস্থ্যের উন্নতি ঘটায়। হাড় মজবুত করে ও হজমক্রিয়ার উন্নতি ঘটায়।,৩. খেজুর ওজন নিয়ন্ত্রণে রাখতে সাহায্য করে। এ ছাড়া নিয়মিত গ্রহণ শরীর উষ্ণ রাখতে সাহায্য করে।,৪. শীতে স্নায়ুতন্ত্র সচল রাখতে নিয়মিত কাজু বাদাম ও আখরোট খেতে পারেন। ইনস্যুলিন উৎপাদান ঠিক রাখতে, সুস্থ হার্ট ও দেহের উন্নতি ঘটায়।,৫. বাজরা ও ভুট্টায় রয়েছে প্রচুর চর্বি, প্রোটিন ও আঁশ। বাজরায় থাকা আয়রন রক্তস্বল্পতা দূর করতে গুরুত্বপূর্ণ ভূমিকা রাখে। ভুট্টা শরীরের হাড় মজবুত রাখতে সাহায্য করে।,সুস্থ থাকার জন্য সুষম খাদ্যগ্রহণের পাশাপাশি নিয়মিত ব্যায়ামও করতে হবে।
 ,"
শীতে মজাদার আলু পাকোন পিঠা,"শীত জেঁকে বসেছে। এ সময় গ্রামবাংলার চিরায়ত ঐতিহ্য মেনে ঘরে ঘরে চলছে পিঠা খাওয়ার ধুম। গ্রামের পাশাপাশি শহরাঞ্চলেও পিঠা উৎসব শুরু হয়েছে। শীতের বিভিন্ন পিঠার মধ্যে আলু পাকোন পিঠার স্বাদই আলাদা। ,সকালের নাস্তার রেসিপিতে রাখতে পারেন আলু পাকোন পিঠা। আসুন জেনে নিই কীভাবে তৈরি করবেন আলু পাকোন পিঠা।,উপকরণ,ময়দা ২ কাপ, তরল দুধ ২ কাপ, গুঁড়ো দুধ সিকি কাপ, ঘি (ময়দার ডোর জন্য) ১ টেবিল চামচ, ঘি (ময়দা মাখানোর জন্য) ২ টেবিল চামচ, সয়াবিন তেল (ভাজার জন্য) প্রয়োজনমতো, চিনি (সিরার জন্য) ২ কাপ, পানি ৩ কাপ, এলাচ ও দারুচিনি ২টি, লেবুর রস ১ চা-চামচ, আলু সিদ্ধ আধাকাপ, লবণ ১ চিমটি।,প্রণালি,দুধ চুলায় দিয়ে যখন ফুটে উঠবে, তখন গুঁড়ো দুধ ও ঘি দিয়ে নেড়ে ময়দা দিন। ময়দা ভালোভাবে নেড়ে সিদ্ধ করে মোলায়েম ডো বানাতে হবে। আলু সিদ্ধ গ্রেট করে মিহিভাবে ভর্তা করে নিতে হবে। ,এবার ময়দার ডো ভালোভাবে ময়ান দিয়ে আবার আলু দিয়ে ময়ান দিতে হবে। এই ময়ানের সময় হাতে ঘি মেখে নিতে হবে। ,এতে মোলায়েম ডো হবে। ২ কাপ চিনি ও ১ কাপ পানি জ্বাল দিয়ে ১ টেবিল চামচ লেবুর রস দিয়ে ময়দা কেটে নিন। ,২টি এলাচ ও ১ টুকরা দারুচিনি দিয়ে রস জ্বাল দিয়ে নামিয়ে ঠাণ্ডা করে রাখুন। এবার ময়দার ডো দিয়ে মোটা রুটি বানিয়ে ছাঁচ দিয়ে কেটে নিন। এখন গরম তেলে বাদামি করে ভেজে ঠাণ্ডা সিরায় চোবান। ,১০ মিনিট পর পিঠা যখন সিরার কারণে দ্বিগুণ আকারের হয়ে যাবে। তখন পিঠাগুলো সিরা থেকে তুলে প্লেটে সাজিয়ে নিন। অল্প সিরা ছড়িয়ে দিয়ে পরিবেশন করুন। ,লেখক: রেবেকা সুলতানা, গৃহিণী। ,"
স্বাস্থ্য অধিদফতরে নিয়োগ,"স্বাস্থ্য অধিদফতরের ডিজিজ কন্ট্রোল ইউনিটের ন্যাশনাল ম্যালেরিয়া এলিমিনেশন অ্যান্ড এটিডি কন্ট্রোল প্রোগ্রামে কর্মকর্তা নিয়োগ দেয়া হবে। আবেদনের শেষ তারিখ ৩১ ডিসেম্বর। ,পদের নাম: সার্ভিলেন্স মেডিকেল অফিসার (এসএমও)
পদ সংখ্যা: ২টি,যোগ্যতা: এমবিবিএস ও মাস্টার্স ইন পাবলিক হেলথ ডিগ্রিসহ ৩ বছরের অভিজ্ঞতাসম্পন্ন।
 
পদের নাম: এম অ্যান্ড ই অফিসার
পদ সংখ্যা: ১টি,যোগ্যতা: পাবলিক হেলথ, ম্যানেজমেন্ট স্টাডিজ, স্ট্যাটিসটিকস, ইনফরমেশন সিস্টেম বিষয়ে মাস্টার্স ডিগ্রিসহ সংশ্লিষ্ট ক্ষেত্রে ৮ বছরের অভিজ্ঞতাসম্পন্ন।,পদের নাম: ডকুমেন্টেশন অ্যান্ড কমিউনিকেশন অফিসার,পদসংখ্যা: ১টি,যোগ্যতা: কমিউনিকেশন অ্যান্ড মিডিয়া স্টাডিজ, জার্নালিজম, সোশ্যাল সায়েন্স, ডেভেলপমেন্ট স্টাডিজ, এনথ্রোপলজি, সোসিওলজি বা সংশ্লিষ্ট বিষয়ে মাস্টার্স ডিগ্রিসহ ৫ বছরের অভিজ্ঞতাসম্পন্ন।
 ,"
