Blog Titles,Blog Content
রংপুর সিটি কর্পোরেশনে নিয়োগ,"রংপুর সিটি কর্পোরেশনে চুক্তিভিত্তিক কর্মকর্তা নিয়োগের বিজ্ঞপ্তি প্রকাশিত হয়েছে।,পদের নাম: নির্বাহী প্রকৌশলী (সিভিল),পদ সংখ্যা: ১টি,যোগ্যতা: নির্বাহী প্রকৌশলী (সিভিল) হিসেবে কাজ করার পূর্ব অভিজ্ঞতা থাকতে হবে।,পদের নাম: নির্বাহী প্রকৌশলী (যান্ত্রিক),পদসংখ্যা: ১টি,যোগ্যতা: নির্বাহী প্রকৌশলী (যান্ত্রিক) হিসেবে কাজ করার পূর্ব অভিজ্ঞতা থাকতে হবে।,পদের নাম: সহকারী প্রকৌশলী (সিভিল),পদ সংখ্যা: ২টি,যোগ্যতা: বিএসসি ইঞ্জিনিয়ার (সিভিল) অভিজ্ঞতাসম্পন্ন প্রার্থীদের অগ্রাধিকার দেয়া হবে।,পদের নাম: ল্যাব টেকনিশিয়ান,পদ সংখ্যা: ১টি,যোগ্যতা: উপসহকারী প্রকৌশলী (সিভিল) এবং ল্যাব টেকনিশিয়ান হিসেবে পূর্ব অভিজ্ঞতা থাকতে হবে।,আবেদনের শেষ তারিখ: ২৮ জুলাই ২০২০।,,"
শিশুর জন্মের প্রথম বছরে যেসব খাবার খাওয়াবেন না,"নবজাতকের প্রতি যত্নশীল হতে হবে বাবা-মাসহ পরিবারের অন্যান্য সদস্যদের। বিশেষ করে তার খাবারের প্রতি নজর দিতে হবে। এমন কিছু খাবার রয়েছে যা জন্মের প্রথম বছর শিশুকে খাওয়ানো যাবে না। ,আসুন জেনে নেই জন্মের প্রথম বছর যেসব খাবার খাওয়াবেন না-,১.  জন্মের প্রথম বছর শিশুকে মধু খাওয়াবেন না। মধুতে ক্লস্ট্রিডিয়াম বটুলিনাম নামের রেণু থাকে। শিশু সেবন করলে রোগ প্রতিরোধ ক্ষমতা দুর্বল হয়ে যায়। এছাড়া কোষ্ঠকাঠিন্য ও ব্যাকটেরিয়া সংক্রমণ হতে পারে। ,২. গরুর দুধ শিশুর স্বাস্থ্যের উপর বিপরীত প্রভাব ফেলে। গরুর দুধে আয়রনের পরিমাণ কম থাকে। এছাড়াও গরুর দুধে থাকা ক্যালসিয়াম এবং কেসিন ডায়েটরি নন-হিম আয়রনের শোষণ বন্ধ করে দেয়। ,৩. আমেরিকান অ্যাকাডেমি অফ পেডিয়াট্রিক্স প্রথম বছরের শিশুদের ফলের রস না খাওয়ানোর পরামর্শ দিয়েছে। ফলের জুস শিশুদের প্রথম বছরে কোনও পুষ্টি সরবরাহ করে না। ,৪.  প্রথম বছরে শিশুদের চকোলেট সঙ্গে পরিচয় করানোই উচিত নয়। কারণ এতে মিল্ক সলিড রয়েছে, যার কারণে অ্যালার্জি হতে পারে। ,৫. বিশেষজ্ঞদের মতে, বাদামে অ্যালার্জি হওয়ার ঝুঁকি বেশি। এজন্য পিনাট এবং পিনাট বাটার বা যেকোনও নাট বাটার অবশ্যই এড়ানো উচিত। ,৬.  সামুদ্রিক মাছ প্রথম বছর শিশুদের খাওয়ানো উচিত নয়।,৭. মাংস মাংসজাতীয় খাবার এ সময় শিশুদের দেয়া উচিত নয়।  কারণ তাদের পক্ষে হজম করা খুব কঠিন হয়ে পড়ে।,৮. ব্ল্যাকবেরি, ব্লুবেরি, স্ট্রবেরি এবং রাস্পবেরি এবং অন্যান্য সিট্রাস ফল অ্যাসিডিক রয়েছে। যাতে অ্যাসিডিটি এবং পেট খারাপ হতে পারে।, ,তথ্যসূত্র: বোল্ডস্কাই
 ,"
রোগ প্রতিরোধ ক্ষমতা বাড়াতে প্রতিদিন কতটুকু আনারস খাবেন,"করোনার সময়ে রোগ প্রতিরোধ ক্ষমতা বাড়াতে খেতে পারেন আনারস। ফ্ল্যাভোনয়েড থাকায় আনারস পুষ্টিগুণেও ভরপুর।,সহজলভ্য এই আনারসে রয়েছে প্রচুর পরিমাণে রোগ প্রতিরোধী অ্যান্টি-অক্সিডেন্ট, যা শরীরকে ফিট ও সুস্থ রাখবে। আনারস ফাইবার, ভিটামিন-সি, পটাশিয়াম, ফোলেট, ম্যাগনেসিয়াম ও ম্যাঙ্গানিজ সমৃদ্ধ।,প্রতিদিন কতটুকু আনারস খাবেন,একজন সুস্থ স্বাভাবিক ব্যক্তি প্রতিদিন ৮ থেকে ১০ টুকরো আনারস খেতে পারেন। কখনোই একটা পুরো আনারস একসঙ্গে খাবেন না। আনারস রস করে না খেয়ে চিবিয়ে খেতে হবে। আনারস রস করে খেলে ফাইবারের পরিমাণ অনেকটাই কমে যায়।,স্বাস্থ্য উপকারিতা,১. আনারসে  রয়েছে  স্বাস্থ্যকর অ্যান্টি-অক্সিডেন্ট, যা স্ট্রেস কমাতে সহায়তা করে।,২. রোগ প্রতিরোধ ক্ষমতা বাড়ায় আনারস।  এতে রয়েছে ভিটামিন, খনিজ এবং এনজাইম যা সম্মিলিতভাবে অনাক্রম্যতা বাড়িয়ে তুলতে এবং প্রদাহকে দমন করতে সাহায্য করে।,একটি গবেষণায় দেখা গেছে, যারা নিয়মত আনারস খান, তাদের ভাইরাস বা ব্যাকটেরিয়া দ্বারা সংক্রমণের ঝুঁকি অনেকটাই কম।,৩. আনারস ওজন নিয়ন্ত্রণ করে। আনারসের থাকে প্রচুর পরিমাণে ফাইবার এবং ফ্যাটের পরিমাণ অনেকটাই কম। যা শরীরের ওজনকে নিয়ন্ত্রণ রাখতে সাহায্য করে।,৪. আনারসে রয়েছে প্রচুর পরিমাণে ক্যালসিয়াম ও ম্যাঙ্গানিজ। এই দুই উপাদান হাড়কে শক্ত করতে এবং হাড়ের গঠনে সাহায্য করে। এছাড়া দাঁতের সুরক্ষায়ও কার্যকর।,৫. হজম ক্ষমতা বাড়ায় এই ফল। বদহজম বা হজমজনিত যেকোনও সমস্যা থেকে মুক্তি দিতে সাহায্য করে। এতে থাকে প্রচুর পরিমাণে পানি ও ফাইবার। যা কোষ্ঠকাঠিন্য দূর করে।,৬. বিভিন্ন গবেষণায় দেখা গেছে, আনারসে থাকে বিটা ক্যারোটিন, যা চোখের রেটিনাকে ঠিক রাখতে সাহায্য করে।,৭. আনারসে রয়েছে  প্রচুর পরিমাণে ভিটামিন সি ও পটাশিয়াম, যা হৃদরোগ প্রতিরোধ করে।, ,তথ্যসূত্র: বোল্ডস্কাই,"
পাকা আম ফ্রিজে কতদিন ভালো থাকে,"বাজারে এ সময় হাত বাড়ালেই পাওয়া যাচ্ছে পাকা আম। একবারে বেশি করে আম কিনলে কিনে ফ্রিজে সংরক্ষণ করতে পারেন।,সংরক্ষণ করা আম দিয়ে বছরের যেকোনো সময় আমের মিল্কশেক কিংবা দুধ-আম খেতে পারেন। ফ্রিজারে আম এক বছর পর্যন্ত ভালো থাকে।, যেভাবে সংরক্ষণ করবেন-,১. আম পেকে নরম হলে কাগজের প্যাকেটে নিয়ে ফ্রিজে রাখুন। ৬ দিন পর্যন্ত নরমাল ফ্রিজে ভালো থাকবে পাকা আম।  ,২. আমের খোসা ছাড়িয়ে ছোট ছোট টুকরা করে জিপলক ব্যাগে রাখুন টুকরাগুলো। একটার উপর আরেকটা রাখবেন না। স্ট্র দিয়ে ভেতরের বাতাস বের করে ডিপ ফ্রিজে রেখে দিন। ছয় মাস পর্যন্ত স্বাদ ও পুষ্টিগুণ অটুট থাকবে।,৩. আম ব্লেন্ড করে ছোট মুখ বন্ধ বাটিতে অল্প পরিমাণে নিয়ে ডিপ ফ্রিজে রেখে দিন। বরফ জমে গেলে বের করে জিপলক ব্যাগে নিয়ে ফ্রিজারে সংরক্ষণ করুন। বছরজুড়ে খেতে পারবেন এই আম।,"
সহকারী প্রোগ্রামার নেবে আইসিটি ডিভিশন,"তথ্য ও যোগাযোগ প্রযুক্তি বিভাগের বাস্তবায়নাধীন ‘জাতীয় সংসদ সচিবালয়ের আইসিটি অবকাঠামো, মানব সম্পদ ও প্রযুক্তি দক্ষতা উন্নয়ন প্রকল্প (২য় সংশোধিত)’ শীর্ষক প্রকল্পে কর্মকর্তা নেয়া হবে।,পদের নাম: সহকারী প্রোগ্রামার
পদসংখ্যা: ১টি
যোগ্যতা: কম্পিউটার সায়েন্স এন্ড ইঞ্জিনিয়ারিং-এ স্নাতক/ সফটওয়্যার ইঞ্জিনিয়ার অথবা কম্পিউটার ইঞ্জিনিয়ারিংয়ে সমমানের ডিগ্রি।
সাকুল্যে বেতন: ৩৭,১৫০ টাকা,আবেদনের নিয়ম: https://erecruitment.bcc.gov.bd ওয়েবসাইটের মাধ্যমে আবেদন করতে হবে। আবেদন করা যাবে ২২ জুলাই পর্যন্ত।
 ,"
সমাজসেবা অধিদফতরে ১২৭ জন নিয়োগ,"সমাজসেবা অধিদফতরের মাধ্যমে ইউনিসেফ বাংলাদেশের আর্থিক ও কারিগরি সহায়তায় পরিচালিত সিএসপিবি প্রকল্পে কোভিড-১৯ সৃষ্ট পরিস্থিতিতে শিশুদের নানা জরুরি সেবা প্রদানের জন্য ১২৭ জনকে ছয় মাসের জন্য নিয়োগ দেয়া হবে।,পদের নাম: সমাজকর্মী
পদসংখ্যা: ১২৭ টি
যোগ্যতা: সমাজকল্যাণ মন্ত্রণালয়ের অধীন সমাজকর্ম/ সমাজকল্যাণ/ সমাজবিজ্ঞান অনুষদের অন্তর্ভুক্ত বিষয়ে স্নাতক /স্নাতকোত্তর ডিগ্রিধারী/বি.বি.এ/এমবিএ/এল.এল.বি/ এলএলএম ডিগ্রি থাকলে আবেদন করা যাবে। ,শিশু সুরক্ষা ও উন্নয়ন কাজে ন্যূনতম ২ বছরের অভিজ্ঞতা থাকলে অতিরিক্ত যোগ্যতা হিসেবে বিবেচিত হবে। ,আন্তর্জাতিক শিশু অধিকার সনদ, শিশু আইন ও কমিউনিটিভিত্তিক শিশু সুরক্ষা বিষয়ে সম্যক ধারণা, বাংলা ও ইংরেজিতে যোগাযোগে (লিখিত ও মৌখিক) দক্ষতা, মাইক্রোসফট অফিস ব্যবহারে পারদর্শীতা থাকতে হবে।,বেতন: ২৩,১০০ টাকা,আবেদনের নিয়ম: আগ্রহী ও যোগ্যদের প্রয়োজনীয় তথ্য উল্লেখ করে আবেদন মেইল করতে হবে hrmcspb2020@gmail.com ঠিকানায়। আবেদন করা যাবে ২২ জুলাই পর্যন্ত।
 ,,"
যুগান্তর রান্নাঘর পর্ব-০৭: চিচিঙ্গার দোলমা (ভিডিও),"এ পর্বে আপনাদের জন্য রয়েছে চিচিঙ্গা দিয়ে একটা ভিন্ন রেসিপি। এ রেসিপিটি স্বাস্থ্যের জন্যও বেশ ভালো। এটি ভাত, রুটি বা পরোটার সঙ্গে খেতে পারেন। সুস্বাদু চিচিঙ্গার দোলমা রেসিপিটি তৈরি করেছেন আঞ্জুমান্দ সেতু। চাইলে আপনি এ রেসিপিটি তৈরি করতে পারেন। আশা করি ভালো লাগবে।, ,যা লাগবে,মুরগির মাংস (হার ছাড়া) ১ কাপ, চিচিঙ্গা ৬টি, পেঁয়াজ কুচি আধা কাপ, পেঁয়াজ বাটা ১ চা চামচ, আদা ও রসুন বাটা ১ টেবিল চামচ, হলুদ ও মরিচ গুঁড়া ২ চা চামচ, কাঁচা মরিচ ৪টি, জিরা-ধনের গুঁড়া ২ চা চামচ, পোস্ত ও সরিষা বাটা ১ টেবিল চামচ, তেল পরিমাণ মতো, ধনেপাতা পরিমাণ মতো, টক দই আধা কাপ, চিনি স্বাদ মতো।, ,যেভাবে করবেন,চিচিঙ্গ ছিলে নিয়ে মাঝ বরাবর কেটে নিয়ে ভিতরের বিচি ফেলে দিতে হবে। মুরগির কিমা, পেঁয়াজ কুচি, কাঁচা মরিচ কুচি, রসুন কুচি, আদা বাটা, লবণ, হলুদ ও মরচি গুঁড়া দিয়ে ভেজে পুর বানাতে হবে। পুর চিচিঙ্গার ভিতরে দিয়ে সব মসলা দিয়ে কষিয়ে ঝোল ফুটে উঠলে তার মধ্যে পুর ভরা চিচিঙ্গা দিয়ে রান্না করতে হবে। নামানোর আগে কাঁচা মরিচ, চিনি, ধনে পাতা দিয়ে পাঁচ মিনিট রেখে নামিয়ে পরিবেশন করতে হবে।,<iframe src=""https://www.facebook.com/plugins/video.php?href=https%3A%2F%2Fwww.facebook.com%2FDainikJugantor%2Fvideos%2F609465946667144%2F&show_text=0&width=560"" width=""560"" height=""315"" style=""border:none;overflow:hidden"" scrolling=""no"" frameborder=""0"" allowTransparency=""true"" allowFullScreen=""true""></iframe>,"
গরমে পান করুন স্বাস্থ্যকর গাজর-আমের স্মুদি,"গরমে স্বস্তি পেতে, ত্বক ও চুল ভালো রাখতে খেতে পারেন গাজর ও আমের স্মুদি। আমে রয়েছে ভিটামিন ডি, যা গরমে শরীর ভালো রাখে ও রোগ প্রতিরোধ ক্ষমতা বাড়ায়। এ ছাড়া গাজর ভেতর থেকে ত্বকের উজ্জ্বলতা বাড়ায়। ,
আসুন জেনে নিই কীভাবে তৈরি করবেন গাজর-আমের স্মুদি,
উপকরণ,গাজর কুচি ১ কাপ, পাকা আম ১টি, জয়ফলের গুঁড়া সামান্য, লেবুর রস ১ চা চামচ ও বরফ কুচি আধাকাপ। ,প্রণালি,গাজর ও আমের খোসা ছাড়িয়ে কুচি করে নিন। এর পর আম, গাজর, লেবুর রস, বরফকুচি, জয়ফল গুঁড়া একসঙ্গে ব্লেন্ড করে গ্লাসে ঢেলে পরিবেশন করুন।
 ,"
মাস্ক পরে যেসব কাজ করা বিপজ্জনক,"সারাবিশ্বে প্রতিদিনই বাড়ছে করোনাভাইরাসে আক্রান্ত ও মৃতের সংখ্যা। এই ভাইরাস থেকে সুরক্ষার অন্যতম উপায় হচ্ছে– বাধ্যতামূলক মাস্ক ব্যবহার করা। ,বিশ্ব স্বাস্থ্য সংস্থা জানিয়েছে, কোনো কোনো ক্ষেত্রে মাস্ক পরাটাও বিপজ্জনক হয়ে উঠতে পারে। তাই মাস্ক ব্যবহারের সঠিক নিয়ম জানতে হবে। ,সংস্থাটি বলছে, মাস্ক পরে শরীরচর্চা, প্রাতঃভ্রমণ বা জগিং করবেন না। মাস্ক পরে এসব কাজ করলে শরীর পর্যাপ্ত অক্সিজেন গ্রহণ করতে পারে না। এই পরিস্থিতিতে অক্সিজেন কমে তা আরও স্বাস্থ্যের পক্ষে বিপজ্জনক হতে পারে।
 
বিশেষজ্ঞদের মতে, খুব ভারী কাজ ও অতিরিক্ত দৈহিক পরিশ্রম হয়, এমন কাজের সময় মাস্ক পরলে শরীরে প্রয়োজনীয় অক্সিজেনের ঘাটতি দেখা দেয়। এতে মস্তিষ্কে রক্ত সঞ্চালনের স্বাভাবিক ছন্দ বিঘ্নিত হতে পারে। ,বিশেষজ্ঞরা আরও জানান, শরীরে অক্সিজেনের ঘাটতি হলে তখন অস্বাভাবিক ক্লান্তি দেখা দেয়। পাশাপাশি শরীরের বিভিন্ন অংশের পেশিতে টান পড়া, খিঁচুনি, বমি ভাব, মাথা ঘোরানো– এমনকি স্ট্রোক পর্যন্ত হতে পারে। তাই এসব কাজ করার সময় মাস্ক ব্যবহার করবেন না।  ,বিশ্ব স্বাস্থ্য সংস্থা বলছে, দৈহিক পরিশ্রমের সময় মাস্ক পরে থাকা যাবে না। তবে করোনা সংক্রমণের ঝুঁকি রয়েছে, এমন জায়গায় মাস্ক ব্যবহার করতে হবে। ,তবে শরীরচর্চা করলে একেবারে নির্জন স্থানে করতে হবে। যেখানে কারও কাছ থেকে দেহে জীবাণু প্রবেশের সম্ভাবনা থাকবে না।, ,তথ্যসূত্র : ইন্ডিয়ান এক্সপ্রেস
 ,"
জন্মের পরই নবজাতক কেন কেঁদে ওঠে? ,"জন্মের পরেই নবজাতক উচ্চস্বরে কাঁদতে শুরু করে। তার কান্নার মধ্য দিয়ে সে জানান দেয় পৃথিবীতে আসার। তবে জন্মের পর যদি কোনো নবজাতক কান্না না করে, তবে তার পশ্চাৎদেশে থাপ্পড় মেরে কাঁদানো হয়। ,তবে এখন প্রশ্ন হলো– জন্মানোর সঙ্গে নবজাতকের কান্নার কি সম্পর্ক। কেনইবা সে এভাবে কেঁদে ওঠে? আর কেঁদে না উঠলেইবা সমস্যা কি?,আসুন জেনে নিই শিশুর কান্না কতটা গুরুত্বপূর্ণ-,শিশু জন্ম নেয়ার পর মায়ের গর্ভ থেকে আলাদা হয়ে যায়। জন্মের পর নবজাতক কেঁদে ওঠলে বোঝা যায়, তার ফুসফুস ও হার্ট  সঠিকভাবে কাজ করছে। ,কান্নার ফলেই মূলত শিশুর স্বাস্থ্য সম্পর্কে বোঝা যায়। নবজাতক যদি খুব জোরে কেঁদে ওঠে, তবে বুঝতে হবে সে সুস্থ আছে। আর আস্তে কান্না করলে বুঝতে হবে স্বাস্থ্য সমস্যা রয়েছে। ,নবজাতক কেন কাঁদে,জন্মের আগে নবজাতক মায়ের দেহের সঙ্গে সংযুক্ত আম্বিলিক্যাল কর্ড বা নাভিরজ্জুর মধ্য দিয়ে শ্বাস নেয়। জন্মের কয়েক সেকেন্ড পর শিশু নিজে থেকেই শ্বাস নেয়। শিশু যখন গর্ভের বাইরে আসে, তখন শরীরের বিভিন্ন ফ্লুইড নিঃসরণের ফলে আটকে যায় হৃৎপিণ্ডের শ্বাস-প্রশ্বাসের পথ। তখন শিশু চিৎকার করে কাঁদতে শুরু করে। এই কান্নার ফলেই পরিষ্কার হয়ে যায় শ্বাস-প্রশ্বাসের পথ। তার পর  সে স্বাভাবিকভাবে শ্বাস নিতে পারে।,কতক্ষণ কাঁদা উচিত,একাধিক গবেষণা থেকে জানা যায়, সুস্থ নবজাতক একদিনে বা ২৪ ঘণ্টায় কমপক্ষে ২-৩ ঘণ্টা কাঁদে। তবে যদি চার ঘণ্টারও বেশি সময় ধরে কান্নাকাটি করে, তখন চিকিৎসকের পরামর্শ নিতে হবে। ,তথ্যসূত্র: বোল্ডস্কাই
 ,"
